length of solution,time(s),,length of solution,average time(s)
16,0.000255823,,,
16,0.000235081,,,
16,0.000248194,,,
16,0.000273705,,,
16,0.000269175,,,
16,0.000249863,,,
16,0.00025034,,,
16,0.000312328,,,
16,0.000256062,,,
16,0.000268221,,,
16,0.000256538,,,
16,0.000252247,,,
16,0.000274897,,,
16,0.00025034,,,
16,0.000249386,,,
16,0.000247002,,,
16,0.0003407,,,
16,0.000251532,,,
16,0.000267506,,,
16,0.000248432,,,
16,0.000265598,,,
16,0.000253201,,,
16,0.000249147,,,
16,0.000268936,,,
16,0.000271559,,,
16,0.000252008,,,
16,0.000264883,,,
16,0.00026679,,,
16,0.000256777,,,
16,0.000262737,,,
16,0.00026679,,,
16,0.000287771,,,
16,0.000232935,,,
16,0.000253439,,,
16,0.000274181,,,
16,0.000249624,,,
16,0.000231981,,,
16,0.000263691,,,
16,0.000269651,,,
16,0.000257492,,,
16,0.000240564,,,
16,0.000249147,,,
16,0.000248671,,,
16,0.000253439,,,
16,0.000302076,,,
16,0.000258207,,,
16,0.000272512,,,
16,0.000248432,,,
16,0.000274897,,,
16,0.000231266,,,
16,0.000247955,,,
16,0.00025177,,,
16,0.000249624,,,
16,0.000275373,,,
16,0.000232935,,,
16,0.000265121,,,
16,0.000251055,,,
16,0.000266552,,,
16,0.000232458,,,
16,0.000237703,,,
16,0.000256538,,,
16,0.000249624,,,
16,0.000248432,,,
16,0.000251532,,,
16,0.000231266,,,
16,0.000237226,,,
16,0.000249624,,,
16,0.000249147,,,
16,0.000241756,,,
16,0.000235558,,,
16,0.00023365,,,
16,0.000248909,,,
16,0.000252008,,,
16,0.000235081,,,
16,0.000264406,,,
16,0.000249863,,,
16,0.00024724,,,
16,0.000230551,,,
16,0.000256062,,,
16,0.000269651,,,
16,0.000237226,,,
16,0.000268936,,,
16,0.000252247,,,
16,0.00028038,,,
16,0.000233412,,,
16,0.000248194,,,
16,0.000267029,,,
16,0.000275373,,,
16,0.000251293,,,
16,0.000250578,,,
16,0.000248432,,,
16,0.000240564,,,
16,0.000253439,,,
16,0.000272036,,,
16,0.000272512,,,
16,0.000230074,,,
16,0.000269413,,,
16,0.000249624,,,
16,0.000252962,,,
16,0.000254393,,,
16,0.000253677,,,
16,0.000250816,,,
16,0.000236988,,,
16,0.000252008,,,
16,0.000249386,,,
16,0.00032115,,,
16,0.000252962,,,
16,0.000268459,,,
16,0.000252724,,,
16,0.000239134,,,
16,0.000267744,,,
16,0.000252962,,,
16,0.000272512,,,
16,0.000268459,,,
16,0.000234842,,,
16,0.000271559,,,
16,0.000250101,,,
16,0.000236273,,,
16,0.000277758,,,
16,0.000252962,,,
16,0.000276089,,,
16,0.000248432,,,
16,0.00026083,,,
16,0.000253677,,,
16,0.000259161,,,
16,0.000249386,,,
16,0.00026536,,,
16,0.000267744,,,
16,0.000248909,,,
16,0.00028038,,,
16,0.000254631,,,
16,0.000245333,,,
16,0.00026679,,,
16,0.00028038,,,
16,0.000253677,,,
16,0.000274181,,,
16,0.000257492,,,
16,0.000235558,,,
16,0.000252962,,,
16,0.000241995,,,
16,0.000249147,,,
16,0.000259876,,,
16,0.000239372,,,
16,0.000253916,,,
16,0.000269413,,,
16,0.000253677,,,
16,0.000249147,,,
16,0.000266075,,,
16,0.000271082,,,
16,0.000275135,,,
16,0.000269413,,,
16,0.000260353,,,
16,0.000247002,,,
16,0.000283718,,,
16,0.000250101,,,
16,0.000249386,,,
16,0.000278234,,,
16,0.00027132,,,
16,0.000248671,,,
16,0.000267267,,,
16,0.000242949,,,
16,0.000233412,,,
16,0.000252247,,,
16,0.000255108,,,
16,0.000238419,,,
16,0.00026679,,,
16,0.000269651,,,
16,0.000298262,,,
16,0.000251055,,,
16,0.000272274,,,
16,0.000252724,,,
16,0.000252008,,,
16,0.000239134,,,
16,0.000270844,,,
16,0.000282288,,,
16,0.00026536,,,
16,0.00023818,,,
16,0.000288725,,,
16,0.000261784,,,
16,0.000256538,,,
16,0.000270605,,,
16,0.000254631,,,
16,0.000274658,,,
16,0.000246048,,,
16,0.000232697,,,
16,0.000254869,,,
16,0.00023818,,,
16,0.00024581,,,
16,0.000250578,,,
16,0.000248671,,,
16,0.000241041,,,
16,0.000244856,,,
16,0.000268221,,,
16,0.000264645,,,
16,0.000258923,,,
16,0.000268221,,,
16,0.000252962,,,
16,0.000268459,,,
16,0.000278473,,,
16,0.000255108,,,
16,0.000267029,,,
16,0.000246286,,,
16,0.000236273,,,
16,0.00026536,,,
16,0.000233889,,,
16,0.000234604,,,
16,0.000270844,,,
16,0.000267744,,,
16,0.000268221,,,
16,0.000246525,,,
16,0.00026536,,,
16,0.000249863,,,
16,0.000271797,,,
16,0.000265598,,,
16,0.00026536,,,
16,0.000271797,,,
16,0.0002563,,,
16,0.000239372,,,
16,0.000271797,,,
16,0.00024724,,,
16,0.000235558,,,
16,0.000266552,,,
16,0.000247002,,,
16,0.000255108,,,
16,0.000259638,,,
16,0.00023675,,,
16,0.000234365,,,
16,0.000271797,,,
16,0.000278711,,,
16,0.000268698,,,
16,0.000258923,,,
16,0.000250101,,,
16,0.000229359,,,
16,0.000253201,,,
16,0.000268936,,,
16,0.000241518,,,
16,0.000267267,,,
16,0.000264883,,,
16,0.000229359,,,
16,0.000291586,,,
16,0.000247955,,,
16,0.000253439,,,
16,0.000266075,,,
16,0.000246048,,,
16,0.000250101,,,
16,0.000234842,,,
16,0.000248671,,,
16,0.00025177,,,
16,0.000258923,,,
16,0.000473738,,,
16,0.000253201,,,
16,0.000233173,,,
16,0.000253677,,,
16,0.000277996,,,
16,0.000350714,,,
16,0.000247955,,,
16,0.00023818,,,
16,0.000253439,,,
16,0.00027132,,,
16,0.000319242,,,
16,0.000250578,,,
16,0.000264406,,,
16,0.000245571,,,
16,0.000264883,,,
16,0.000249624,,,
16,0.000263214,,,
16,0.000237465,,,
16,0.000251055,,,
16,0.000255346,,,
16,0.000231743,,,
16,0.000266314,,,
16,0.000249386,,,
16,0.000271797,,,
16,0.000270605,,,
16,0.000310183,,,
16,0.00021553,,,
16,0.000269413,,,
16,0.000249147,,,
16,0.000315905,,,
16,0.000247955,,,
16,0.000233412,,,
16,0.000247717,,,
16,0.000233173,,,
16,0.000254869,,,
16,0.000247955,,,
16,0.000255346,,,
16,0.000273943,,,
16,0.000231266,,,
16,0.000323296,,,
16,0.000304222,,,
16,0.000244856,,,
16,0.000232935,,,
16,0.00025034,,,
16,0.000270367,,,
16,0.000267982,,,
16,0.000246763,,,
16,0.000251293,,,
16,0.000253677,,,
16,0.000251532,,,
16,0.00025034,,,
16,0.000249386,,,
16,0.000268936,,,
16,0.000291109,,,
16,0.000251532,,,
16,0.00026536,,,
16,0.000268698,,,
16,0.00025034,,,
16,0.000255346,,,
16,0.00025177,,,
16,0.000246048,,,
16,0.000262499,,,
16,0.000270128,,,
16,0.000254869,,,
16,0.000252008,,,
16,0.000266314,,,
16,0.000252724,,,
16,0.000266075,,,
16,0.000247717,,,
16,0.000237465,,,
16,0.000231504,,,
16,0.000248194,,,
16,0.000365257,,,
16,0.000264168,,,
16,0.000263929,,,
16,0.000261784,,,
16,0.000224113,,,
16,0.00023675,,,
16,0.000253439,,,
16,0.000230789,,,
16,0.000265837,,,
16,0.000253201,,,
16,0.000257015,,,
16,0.000234842,,,
16,0.000254869,,,
16,0.000251532,,,
16,0.000267267,,,
16,0.000270128,,,
16,0.000248671,,,
16,0.000239134,,,
16,0.000251532,,,
16,0.000250816,,,
16,0.00025034,,,
16,0.000254869,,,
16,0.00023222,,,
16,0.000271559,,,
16,0.000267029,,,
16,0.000237226,,,
16,0.000250101,,,
16,0.000366926,,,
16,0.000248909,,,
16,0.000238657,,,
16,0.000252247,,,
16,0.000271559,,,
16,0.000265121,,,
16,0.000257015,,,
16,0.000268459,,,
16,0.000269175,,,
16,0.000255823,,,
16,0.000452042,,,
16,0.000312567,,,
16,0.000292778,,,
16,0.000248432,,,
16,0.00025034,,,
16,0.000314713,,,
16,0.000254869,,,
16,0.000253201,,,
16,0.000267982,,,
16,0.000240326,,,
16,0.000252247,,,
16,0.000271082,,,
16,0.0002563,,,
16,0.000236511,,,
16,0.000270367,,,
16,0.000251293,,,
16,0.000265598,,,
16,0.000265837,,,
16,0.000268221,,,
16,0.000253916,,,
16,0.00026536,,,
16,0.000252008,,,
16,0.000252247,,,
16,0.000269651,,,
16,0.000269651,,,
16,0.000258684,,,
16,0.000252724,,,
16,0.000236511,,,
16,0.000267982,,,
16,0.000256777,,,
16,0.000261307,,,
16,0.000311852,,,
16,0.000255108,,,
16,0.000286818,,,
16,0.000248909,,,
16,0.000235558,,,
16,0.000249386,,,
16,0.00027585,,,
16,0.000265598,,,
16,0.000259399,,,
16,0.000259876,,,
16,0.000269413,,,
16,0.000275135,,,
16,0.000235319,,,
16,0.000270605,,,
16,0.00028348,,,
16,0.000271797,,,
16,0.00025177,,,
16,0.000257254,,,
16,0.000262022,,,
16,0.000325203,,,
16,0.000255108,,,
16,0.000253916,,,
16,0.000288248,,,
16,0.000267267,,,
16,0.000254154,,,
16,0.000239372,,,
16,0.000233412,,,
16,0.000264645,,,
16,0.000249386,,,
16,0.00027442,,,
16,0.000278234,,,
16,0.00029397,,,
16,0.000250101,,,
16,0.000269413,,,
16,0.000239372,,,
16,0.000239611,,,
16,0.000266075,,,
16,0.000267744,,,
16,0.00026989,,,
16,0.000249147,,,
16,0.000243187,,,
16,0.000269413,,,
16,0.000250816,,,
16,0.000232458,,,
16,0.000265598,,,
16,0.000272989,,,
16,0.000250816,,,
16,0.000251055,,,
16,0.000249147,,,
16,0.000237942,,,
16,0.000235081,,,
16,0.000255108,,,
16,0.000251293,,,
16,0.000267506,,,
16,0.000267029,,,
16,0.000249147,,,
16,0.000248909,,,
16,0.000235319,,,
16,0.000234127,,,
16,0.00024581,,,
16,0.000268698,,,
16,0.000250816,,,
16,0.00025177,,,
16,0.000251055,,,
16,0.000267267,,,
16,0.00025034,,,
16,0.00026679,,,
16,0.000248909,,,
16,0.000249624,,,
16,0.000257254,,,
16,0.000248194,,,
16,0.000241756,,,
16,0.000251055,,,
16,0.000248909,,,
16,0.000292778,,,
16,0.000258684,,,
16,0.000248194,,,
16,0.000257015,,,
16,0.000252962,,,
16,0.000247002,,,
16,0.000274897,,,
16,0.000233173,,,
16,0.000254154,,,
16,0.000264883,,,
16,0.00032568,,,
16,0.000248432,,,
16,0.000247717,,,
16,0.000271797,,,
16,0.000277758,,,
16,0.000253439,,,
16,0.000249386,,,
16,0.000252485,,,
16,0.000233412,,,
16,0.00027895,,,
16,0.000248671,,,
16,0.000257254,,,
16,0.000244617,,,
16,0.000250578,,,
16,0.00023365,,,
16,0.000230551,,,
16,0.000269651,,,
16,0.000250101,,,
16,0.000248671,,,
16,0.000274897,,,
16,0.000256538,,,
16,0.000249147,,,
16,0.000232458,,,
16,0.000233889,,,
16,0.000247002,,,
16,0.00024128,,,
16,0.000262499,,,
16,0.000267029,,,
16,0.000244856,,,
16,0.000242949,,,
16,0.000242233,,,
16,0.000262022,,,
16,0.000333548,,,
16,0.000336885,,,
16,0.000300884,,,
16,0.00023222,,,
16,0.000232458,,,
16,0.000226259,,,
16,0.000245094,,,
16,0.000264406,,,
16,0.000280142,,,
16,0.000239372,,,
16,0.000289917,,,
16,0.000247478,,,
16,0.000261068,,,
16,0.000323534,,,
16,0.000241756,,,
16,0.000288725,,,
16,0.00027585,,,
16,0.000247002,,,
16,0.000264406,,,
16,0.000241756,,,
16,0.000268698,,,
16,0.000268459,,,
16,0.00032568,,,
16,0.000248671,,,
16,0.000249624,,,
16,0.000276327,,,
16,0.00025177,,,
16,0.000263214,,,
16,0.000269651,,,
16,0.000241041,,,
16,0.000269175,,,
16,0.000265598,,,
16,0.000257969,,,
16,0.000252247,,,
16,0.00024724,,,
16,0.000273228,,,
16,0.000307083,,,
16,0.00025034,,,
16,0.000250578,,,
16,0.000229359,,,
16,0.000268698,,,
16,0.000251055,,,
16,0.000270844,,,
16,0.000249624,,,
16,0.00022006,,,
16,0.000268936,,,
16,0.000300884,,,
16,0.000266075,,,
16,0.000271559,,,
16,0.000273705,,,
16,0.000252485,,,
16,0.000270844,,,
16,0.000270605,,,
16,0.000270367,,,
16,0.000246525,,,
16,0.000252962,,,
16,0.000266314,,,
16,0.000250816,,,
16,0.000312328,,,
16,0.000252485,,,
16,0.000247717,,,
16,0.00024724,,,
16,0.000234365,,,
16,0.000250816,,,
16,0.000253439,,,
16,0.000244856,,,
16,0.000265837,,,
16,0.000228405,,,
16,0.000267506,,,
16,0.000247955,,,
16,0.000246525,,,
16,0.000273228,,,
16,0.000239849,,,
16,0.000247478,,,
16,0.000275135,,,
16,0.00026679,,,
16,0.000276804,,,
16,0.000298023,,,
16,0.000236034,,,
16,0.00025034,,,
16,0.000254154,,,
16,0.000267029,,,
16,0.000253439,,,
16,0.000256538,,,
16,0.000249147,,,
16,0.000252008,,,
16,0.000256062,,,
16,0.000248909,,,
16,0.000255346,,,
16,0.000266552,,,
16,0.000240088,,,
16,0.000317097,,,
16,0.000250816,,,
16,0.000273228,,,
16,0.000247717,,,
16,0.00024581,,,
16,0.000248671,,,
16,0.000258446,,,
16,0.000264406,,,
16,0.000251055,,,
16,0.000249147,,,
16,0.000230312,,,
16,0.00025034,,,
16,0.000242949,,,
16,0.000270128,,,
16,0.000250101,,,
16,0.000279427,,,
16,0.000253677,,,
16,0.000267267,,,
16,0.000261784,,,
16,0.000253677,,,
16,0.000354767,,,
16,0.000394821,,,
16,0.000373125,,,
16,0.000236988,,,
16,0.000254869,,,
16,0.000256538,,,
16,0.000250101,,,
16,0.000267029,,,
16,0.000248432,,,
16,0.000238419,,,
16,0.000252724,,,
16,0.000247717,,,
16,0.00023365,,,
16,0.000246286,,,
16,0.000263929,,,
16,0.000270128,,,
16,0.000248909,,,
16,0.000251055,,,
16,0.000253201,,,
16,0.000267267,,,
16,0.00030303,,,
16,0.000254154,,,
16,0.00026989,,,
16,0.00024581,,,
16,0.000252724,,,
16,0.000236988,,,
16,0.000244141,,,
16,0.00022769,,,
16,0.000248671,,,
16,0.000264645,,,
16,0.000245094,,,
16,0.000230312,,,
16,0.000235081,,,
16,0.000246763,,,
16,0.000248432,,,
16,0.000270605,,,
16,0.000261307,,,
16,0.000248909,,,
16,0.000249147,,,
16,0.000249147,,,
16,0.000255585,,,
16,0.000266075,,,
16,0.000263214,,,
16,0.000233173,,,
16,0.000254393,,,
16,0.000231743,,,
16,0.000276804,,,
16,0.000257254,,,
16,0.000259876,,,
16,0.000254154,,,
16,0.000255585,,,
16,0.00029707,,,
16,0.000258684,,,
16,0.000267506,,,
16,0.000234127,,,
16,0.000335455,,,
16,0.000254869,,,
16,0.000255585,,,
16,0.000250816,,,
16,0.000236273,,,
16,0.000272989,,,
16,0.000270844,,,
16,0.000270128,,,
16,0.000251293,,,
16,0.000252724,,,
16,0.000261068,,,
16,0.000252008,,,
16,0.000268221,,,
16,0.000251055,,,
16,0.000240564,,,
16,0.000214577,,,
16,0.000269413,,,
16,0.000233173,,,
16,0.000248671,,,
16,0.000282526,,,
16,0.000242233,,,
16,0.000271797,,,
16,0.00026536,,,
16,0.00024724,,,
16,0.000257015,,,
16,0.000255346,,,
16,0.0002563,,,
16,0.000254869,,,
16,0.000270128,,,
16,0.000240088,,,
16,0.00024724,,,
16,0.000266075,,,
16,0.000268221,,,
16,0.000247955,,,
16,0.000248909,,,
16,0.000266552,,,
16,0.000252247,,,
16,0.000231743,,,
16,0.00027442,,,
16,0.000254154,,,
16,0.000267029,,,
16,0.000244379,,,
16,0.000247478,,,
16,0.000258446,,,
16,0.000272036,,,
16,0.000252247,,,
16,0.000267029,,,
16,0.00025034,,,
16,0.000245571,,,
16,0.000259876,,,
16,0.000249863,,,
16,0.000242472,,,
16,0.000254631,,,
16,0.000247717,,,
16,0.000252008,,,
16,0.000272036,,,
16,0.000267267,,,
16,0.000229597,,,
16,0.000247717,,,
16,0.000263453,,,
16,0.000248194,,,
16,0.00026679,,,
16,0.00025034,,,
16,0.000236511,,,
16,0.000254154,,,
16,0.000247717,,,
16,0.000303984,,,
16,0.00023675,,,
16,0.000235319,,,
16,0.000236511,,,
16,0.00025177,,,
16,0.000262499,,,
16,0.000269413,,,
16,0.000250578,,,
16,0.000231743,,,
16,0.000269651,,,
16,0.000249147,,,
16,0.000298262,,,
16,0.000252962,,,
16,0.000265837,,,
16,0.000243664,,,
16,0.000251532,,,
16,0.000266552,,,
16,0.000255585,,,
16,0.000267267,,,
16,0.000298738,,,
16,0.000239134,,,
16,0.000237942,,,
16,0.000264645,,,
16,0.000282049,,,
16,0.000254631,,,
16,0.000235558,,,
16,0.000229597,,,
16,0.000235081,,,
16,0.000252724,,,
16,0.000264406,,,
16,0.000248671,,,
16,0.000251055,,,
16,0.000241756,,,
16,0.00024724,,,
16,0.000265837,,,
16,0.000271797,,,
16,0.000229359,,,
16,0.000249147,,,
16,0.000261068,,,
16,0.000267267,,,
16,0.00028348,,,
16,0.000268698,,,
16,0.000282288,,,
16,0.000248194,,,
16,0.000239372,,,
16,0.000251532,,,
16,0.00023675,,,
16,0.000252485,,,
16,0.000267506,,,
16,0.000249386,,,
16,0.000269651,,,
16,0.000267982,,,
16,0.00026989,,,
16,0.000250578,,,
16,0.000249147,,,
16,0.000247002,,,
16,0.000263929,,,
16,0.000252008,,,
16,0.000251055,,,
16,0.000256777,,,
16,0.000232458,,,
16,0.000244379,,,
16,0.000236273,,,
16,0.000256538,,,
16,0.000270844,,,
16,0.000252962,,,
16,0.000248671,,,
16,0.000248432,,,
16,0.000254869,,,
16,0.000251532,,,
16,0.000244617,,,
16,0.000252485,,,
16,0.00027585,,,
16,0.000305891,,,
16,0.000247717,,,
16,0.000249624,,,
16,0.000250816,,,
16,0.000295401,,,
16,0.000382185,,,
16,0.00026536,,,
16,0.000249863,,,
16,0.000250101,,,
16,0.000235558,,,
16,0.000227213,,,
16,0.000250101,,,
16,0.000257969,,,
16,0.000237226,,,
16,0.000253916,,,
16,0.000266314,,,
16,0.000249147,,,
16,0.000274897,,,
16,0.000235558,,,
16,0.000235319,,,
16,0.000248432,,,
16,0.00025177,,,
16,0.000338554,,,
16,0.000273705,,,
16,0.000225067,,,
16,0.000232935,,,
16,0.000235319,,,
16,0.000250578,,,
16,0.000270367,,,
16,0.000234604,,,
16,0.000252247,,,
16,0.000252485,,,
16,0.00026679,,,
16,0.000252247,,,
16,0.00027585,,,
16,0.000248432,,,
16,0.000251055,,,
16,0.000235796,,,
16,0.00023675,,,
16,0.000264645,,,
16,0.000231981,,,
16,0.000254154,,,
16,0.000251055,,,
16,0.000248194,,,
16,0.000234604,,,
16,0.000270128,,,
16,0.00025034,,,
16,0.000277758,,,
16,0.000279665,,,
16,0.00026679,,,
16,0.000343561,,,
16,0.000280619,,,
16,0.000266314,,,
16,0.000252724,,,
16,0.000253677,,,
16,0.000271559,,,
16,0.000252485,,,
16,0.000253439,,,
16,0.000250578,,,
16,0.000249624,,,
16,0.000524044,,,
16,0.000265121,,,
16,0.000236988,,,
16,0.000248432,,,
16,0.000234604,,,
16,0.000267982,,,
16,0.00029707,,,
16,0.000348806,,,
16,0.00025177,,,
16,0.000252485,,,
16,0.000266075,,,
16,0.000268698,,,
16,0.000247478,,,
16,0.000253439,,,
16,0.000264883,,,
16,0.000247002,,,
16,0.000263929,,,
16,0.00026679,,,
16,0.000252008,,,
16,0.000239611,,,
16,0.000393629,,,
16,0.000236034,,,
16,0.000248671,,,
16,0.000267982,,,
16,0.000237226,,,
16,0.000282526,,,
16,0.000265598,,,
16,0.000255108,,,
16,0.000273705,,,
16,0.000230789,,,
16,0.000246286,,,
16,0.000263453,,,
16,0.000247002,,,
16,0.000249863,,,
16,0.000276804,,,
16,0.000269651,,,
16,0.000272512,,,
16,0.000270367,,,
16,0.000251055,,,
16,0.000279427,,,
16,0.000255108,,,
16,0.000265121,,,
16,0.000252247,,,
16,0.000286818,,,
16,0.00024581,,,
16,0.00024724,,,
16,0.000252962,,,
16,0.000268936,,,
16,0.000267982,,,
16,0.000228882,,,
16,0.000240326,,,
16,0.000247717,,,
16,0.000263214,,,
16,0.000246763,,,
16,0.000254154,,,
16,0.000230789,,,
16,0.000365734,,,
16,0.00024724,,,
16,0.000230312,,,
16,0.000303507,,,
16,0.000230074,,,
16,0.000251532,,,
16,0.000270605,,,
16,0.000297785,,,
16,0.000268936,,,
16,0.000268698,,,
16,0.000246763,,,
16,0.000265598,,,
16,0.00026536,,,
16,0.000254393,,,
16,0.000249624,,,
16,0.00024581,,,
16,0.000249386,,,
18,0.000293493,,,
18,0.000291824,,,
18,0.000273228,,,
18,0.000291586,,,
18,0.000288486,,,
18,0.000272989,,,
18,0.000270844,,,
18,0.00029254,,,
18,0.000289917,,,
18,0.000272036,,,
18,0.000270605,,,
18,0.000268459,,,
18,0.00025177,,,
18,0.000267982,,,
18,0.000294447,,,
18,0.000286818,,,
18,0.000275135,,,
18,0.000269413,,,
18,0.000324011,,,
18,0.000275612,,,
18,0.000268936,,,
18,0.00028491,,,
18,0.000307798,,,
18,0.000285864,,,
18,0.0003016,,,
18,0.000306606,,,
18,0.000252008,,,
18,0.000339746,,,
18,0.000272274,,,
18,0.000288486,,,
18,0.000301123,,,
18,0.000289917,,,
18,0.00026679,,,
18,0.00033927,,,
18,0.000475645,,,
18,0.000325203,,,
18,0.000291824,,,
18,0.000290871,,,
18,0.000304699,,,
18,0.000284672,,,
18,0.0003016,,,
18,0.000283718,,,
18,0.000303745,,,
18,0.000285625,,,
18,0.00039649,,,
18,0.000272751,,,
18,0.000277519,,,
18,0.000276566,,,
18,0.000254154,,,
18,0.000296593,,,
18,0.000288248,,,
18,0.000258923,,,
18,0.000295162,,,
18,0.000320673,,,
18,0.000280619,,,
18,0.000280857,,,
18,0.000295877,,,
18,0.000276566,,,
18,0.000276089,,,
18,0.000292063,,,
18,0.000296354,,,
18,0.000344992,,,
18,0.000293255,,,
18,0.000298738,,,
18,0.000409603,,,
18,0.000286818,,,
18,0.00031662,,,
18,0.000303984,,,
18,0.000294924,,,
18,0.000283241,,,
18,0.000261307,,,
18,0.000290155,,,
18,0.00029397,,,
18,0.000301123,,,
18,0.00027442,,,
18,0.00030756,,,
18,0.000435114,,,
18,0.000298023,,,
18,0.000323534,,,
18,0.000295639,,,
18,0.000274658,,,
18,0.00026226,,,
18,0.000292301,,,
18,0.000292301,,,
18,0.000267744,,,
18,0.00028348,,,
18,0.000277758,,,
18,0.000287294,,,
18,0.000253916,,,
18,0.000300169,,,
18,0.000297546,,,
18,0.000277281,,,
18,0.000277758,,,
18,0.000295162,,,
18,0.000278234,,,
18,0.000318766,,,
18,0.000317335,,,
18,0.000275373,,,
18,0.000323296,,,
18,0.000294209,,,
18,0.00039196,,,
18,0.000416756,,,
18,0.000297308,,,
18,0.000274658,,,
18,0.000284672,,,
18,0.00029397,,,
18,0.000293732,,,
18,0.00028038,,,
18,0.000294924,,,
18,0.000294209,,,
18,0.000260115,,,
18,0.00031805,,,
18,0.000279665,,,
18,0.000301361,,,
18,0.000306368,,,
18,0.000317574,,,
18,0.00027895,,,
18,0.000294447,,,
18,0.000322342,,,
18,0.000275612,,,
18,0.000294447,,,
18,0.000281811,,,
18,0.000291824,,,
18,0.000258684,,,
18,0.000288486,,,
18,0.000282288,,,
18,0.000329733,,,
18,0.000298977,,,
18,0.000302076,,,
18,0.000305653,,,
18,0.000299215,,,
18,0.000277758,,,
18,0.000328541,,,
18,0.000258207,,,
18,0.000283241,,,
18,0.000299931,,,
18,0.000297785,,,
18,0.0003016,,,
18,0.000299692,,,
18,0.000294209,,,
18,0.000299215,,,
18,0.000302792,,,
18,0.000299454,,,
18,0.000306606,,,
18,0.000323772,,,
18,0.00033474,,,
18,0.000278473,,,
18,0.000295639,,,
18,0.000299692,,,
18,0.000303745,,,
18,0.000295401,,,
18,0.000281096,,,
18,0.000293493,,,
18,0.000278234,,,
18,0.000292063,,,
18,0.000286579,,,
18,0.000377178,,,
18,0.000323534,,,
18,0.001212835,,,
18,0.0002985,,,
18,0.000282288,,,
18,0.000329256,,,
18,0.000304461,,,
18,0.000298738,,,
18,0.000323772,,,
18,0.000278473,,,
18,0.000294924,,,
18,0.000285864,,,
18,0.000299692,,,
18,0.00032258,,,
18,0.000274181,,,
18,0.00031662,,,
18,0.00029707,,,
18,0.000281572,,,
18,0.000278234,,,
18,0.000268459,,,
18,0.00028038,,,
18,0.000298262,,,
18,0.000276089,,,
18,0.000292301,,,
18,0.000299454,,,
18,0.000280857,,,
18,0.000305653,,,
18,0.000277281,,,
18,0.000295877,,,
18,0.000274658,,,
18,0.000307798,,,
18,0.000301123,,,
18,0.000296831,,,
18,0.000324488,,,
18,0.000283718,,,
18,0.000325918,,,
18,0.000283003,,,
18,0.000286102,,,
18,0.000281572,,,
18,0.000327587,,,
18,0.000319719,,,
18,0.000280857,,,
18,0.000377417,,,
18,0.000287771,,,
18,0.000257492,,,
18,0.000275373,,,
18,0.000343323,,,
18,0.000280142,,,
18,0.000280857,,,
18,0.000290871,,,
18,0.000290155,,,
18,0.000281096,,,
18,0.0003016,,,
18,0.000301838,,,
18,0.0002985,,,
18,0.000459671,,,
18,0.000380516,,,
18,0.000320435,,,
18,0.000277758,,,
18,0.000300646,,,
18,0.000292063,,,
18,0.000379562,,,
18,0.000286341,,,
18,0.000281572,,,
18,0.000304699,,,
18,0.000276566,,,
18,0.000304937,,,
18,0.000371456,,,
18,0.000277758,,,
18,0.000269413,,,
18,0.000283718,,,
18,0.000300169,,,
18,0.000282526,,,
18,0.000293255,,,
18,0.000282764,,,
18,0.000282526,,,
18,0.000298023,,,
18,0.000285387,,,
18,0.000304461,,,
18,0.000280142,,,
18,0.000293016,,,
18,0.000317812,,,
18,0.00028348,,,
18,0.000288725,,,
18,0.000302315,,,
18,0.000281096,,,
18,0.000292778,,,
18,0.000306368,,,
18,0.000358582,,,
18,0.000297308,,,
18,0.000272274,,,
18,0.000298023,,,
18,0.000291348,,,
18,0.0002985,,,
18,0.000282764,,,
18,0.000403881,,,
18,0.000305891,,,
18,0.000276089,,,
18,0.000301361,,,
18,0.000285149,,,
18,0.000299931,,,
18,0.000281572,,,
18,0.00026083,,,
18,0.000297546,,,
18,0.000285864,,,
18,0.000297308,,,
18,0.00027895,,,
18,0.000295401,,,
18,0.000296116,,,
18,0.000277996,,,
18,0.000260115,,,
18,0.000297308,,,
18,0.000278711,,,
18,0.000275373,,,
18,0.0003016,,,
18,0.000314236,,,
18,0.000314951,,,
18,0.000296354,,,
18,0.000328302,,,
18,0.000403643,,,
18,0.000303745,,,
18,0.000275373,,,
18,0.000299692,,,
18,0.00028038,,,
18,0.000295639,,,
18,0.000299692,,,
18,0.0002985,,,
18,0.000281334,,,
18,0.000292778,,,
18,0.000299931,,,
18,0.000261784,,,
18,0.000300169,,,
18,0.000258923,,,
18,0.000309706,,,
18,0.000295639,,,
18,0.000306129,,,
18,0.000300646,,,
18,0.000282049,,,
18,0.00029707,,,
18,0.000294924,,,
18,0.000299215,,,
18,0.000295639,,,
18,0.00034523,,,
18,0.000281096,,,
18,0.00041008,,,
18,0.000333786,,,
18,0.000263691,,,
18,0.000392199,,,
18,0.000299692,,,
18,0.000311613,,,
18,0.00027585,,,
18,0.000281096,,,
18,0.000281334,,,
18,0.000301838,,,
18,0.000324488,,,
18,0.000277758,,,
18,0.0003016,,,
18,0.000262022,,,
18,0.000295877,,,
18,0.000358343,,,
18,0.000281572,,,
18,0.00027442,,,
18,0.000295401,,,
18,0.000281572,,,
18,0.000279903,,,
18,0.000278473,,,
18,0.000279427,,,
18,0.000272512,,,
18,0.000319004,,,
18,0.000305176,,,
18,0.000299931,,,
