puzzle,solution,length of solution,time(s),Nodes expanded,,,length of solution,time(s),Nodes expanded,,length of solution,average time(s),average nodes expanded
"(1, 2, 3, 4, 5, 6, 7, 8, 9, 14, 0, 12, 13, 11, 10, 15)","['DOWN', 'LEFT', 'UP', 'RIGHT', 'DOWN', 'RIGHT']",6,0.000194073,6,,,10,0.000409126,15,,,,
"(1, 2, 3, 4, 5, 0, 7, 8, 9, 6, 15, 14, 13, 11, 10, 12)","['DOWN', 'DOWN', 'RIGHT', 'UP', 'RIGHT', 'DOWN', 'LEFT', 'UP', 'LEFT', 'DOWN', 'RIGHT', 'RIGHT']",12,0.000337839,12,,,10,0.000336647,12,,,,
"(10, 5, 0, 3, 1, 2, 6, 4, 9, 8, 11, 7, 13, 14, 15, 12)","['DOWN', 'LEFT', 'UP', 'LEFT', 'DOWN', 'RIGHT', 'UP', 'RIGHT', 'DOWN', 'DOWN', 'LEFT', 'UP', 'UP', 'RIGHT', 'RIGHT', 'DOWN', 'LEFT', 'DOWN', 'RIGHT', 'UP', 'LEFT', 'DOWN', 'RIGHT', 'DOWN']",24,0.001718998,49,,,10,0.00027895,10,,,,
"(1, 3, 8, 7, 6, 2, 14, 4, 5, 9, 0, 10, 13, 15, 12, 11)","['UP', 'UP', 'RIGHT', 'DOWN', 'LEFT', 'UP', 'LEFT', 'DOWN', 'LEFT', 'DOWN', 'RIGHT', 'RIGHT', 'RIGHT', 'DOWN', 'LEFT', 'LEFT', 'UP', 'RIGHT', 'RIGHT', 'DOWN']",20,0.000778675,26,,,10,0.000373125,13,,,,
"(0, 1, 4, 8, 5, 3, 2, 6, 14, 10, 7, 11, 9, 13, 15, 12)","['RIGHT', 'DOWN', 'RIGHT', 'RIGHT', 'UP', 'LEFT', 'LEFT', 'DOWN', 'RIGHT', 'DOWN', 'LEFT', 'LEFT', 'DOWN', 'RIGHT', 'UP', 'RIGHT', 'RIGHT', 'DOWN']",18,0.000796556,27,,,10,0.000318289,12,,,,
"(5, 1, 2, 4, 9, 6, 3, 7, 0, 14, 11, 8, 10, 13, 15, 12)","['DOWN', 'RIGHT', 'UP', 'LEFT', 'UP', 'UP', 'RIGHT', 'RIGHT', 'DOWN', 'RIGHT', 'DOWN', 'DOWN']",12,0.000346661,14,,,10,0.000421047,15,,,,
"(1, 3, 7, 4, 5, 6, 2, 8, 0, 9, 10, 11, 13, 14, 15, 12)","['RIGHT', 'UP', 'RIGHT', 'UP', 'LEFT', 'DOWN', 'DOWN', 'RIGHT', 'RIGHT', 'DOWN']",10,0.0004673,15,,,10,0.000311852,10,,,,
"(1, 2, 8, 3, 5, 0, 4, 12, 9, 6, 10, 15, 13, 14, 7, 11)","['DOWN', 'RIGHT', 'DOWN', 'RIGHT', 'UP', 'UP', 'LEFT', 'UP', 'RIGHT', 'DOWN', 'LEFT', 'DOWN', 'DOWN', 'RIGHT']",14,0.000394821,14,,,10,0.000315428,11,,,,
"(1, 3, 4, 7, 5, 2, 11, 0, 10, 6, 13, 15, 9, 14, 12, 8)","['UP', 'LEFT', 'LEFT', 'DOWN', 'DOWN', 'RIGHT', 'RIGHT', 'DOWN', 'LEFT', 'LEFT', 'UP', 'LEFT', 'DOWN', 'RIGHT', 'RIGHT', 'UP', 'UP', 'RIGHT', 'DOWN', 'DOWN']",20,0.000632524,23,,,10,0.000248671,10,,,,
"(1, 3, 8, 7, 6, 2, 4, 15, 5, 10, 0, 12, 9, 13, 14, 11)","['RIGHT', 'UP', 'LEFT', 'UP', 'RIGHT', 'DOWN', 'LEFT', 'UP', 'LEFT', 'DOWN', 'LEFT', 'DOWN', 'DOWN', 'RIGHT', 'RIGHT', 'RIGHT', 'UP', 'LEFT', 'DOWN', 'RIGHT']",20,0.000806808,28,,,10,0.000765324,27,,,,
"(2, 10, 3, 4, 5, 1, 7, 8, 6, 11, 14, 12, 13, 0, 9, 15)","['RIGHT', 'UP', 'LEFT', 'LEFT', 'UP', 'RIGHT', 'DOWN', 'DOWN', 'RIGHT', 'RIGHT', 'UP', 'UP', 'LEFT', 'LEFT', 'UP', 'LEFT', 'DOWN', 'DOWN', 'RIGHT', 'UP', 'RIGHT', 'RIGHT', 'DOWN', 'DOWN']",24,0.006152391,111,,,10,0.000414371,13,,,,
"(5, 1, 7, 3, 9, 11, 4, 8, 6, 2, 15, 10, 13, 14, 12, 0)","['LEFT', 'UP', 'RIGHT', 'UP', 'LEFT', 'LEFT', 'DOWN', 'LEFT', 'UP', 'UP', 'RIGHT', 'DOWN', 'DOWN', 'RIGHT', 'UP', 'UP', 'RIGHT', 'DOWN', 'DOWN', 'DOWN']",20,0.00071764,24,,,10,0.000484705,18,,,,
"(2, 6, 3, 4, 5, 0, 14, 7, 10, 1, 11, 8, 9, 13, 15, 12)","['DOWN', 'RIGHT', 'UP', 'RIGHT', 'DOWN', 'DOWN', 'LEFT', 'UP', 'LEFT', 'LEFT', 'UP', 'RIGHT', 'UP', 'LEFT', 'DOWN', 'DOWN', 'DOWN', 'RIGHT', 'RIGHT', 'RIGHT']",20,0.001006603,32,,,10,0.000334263,12,,,,
"(2, 3, 6, 4, 1, 10, 7, 8, 9, 5, 14, 11, 13, 0, 15, 12)","['LEFT', 'UP', 'RIGHT', 'RIGHT', 'UP', 'UP', 'LEFT', 'LEFT', 'DOWN', 'DOWN', 'DOWN', 'RIGHT', 'UP', 'UP', 'RIGHT', 'DOWN', 'RIGHT', 'DOWN']",18,0.000648022,23,,,10,0.000488043,18,,,,
"(1, 2, 3, 4, 6, 7, 8, 0, 5, 9, 10, 12, 13, 14, 11, 15)","['LEFT', 'LEFT', 'LEFT', 'DOWN', 'RIGHT', 'RIGHT', 'DOWN', 'RIGHT']",8,0.000243425,8,,,10,0.000513792,18,,,,
"(1, 2, 7, 3, 9, 5, 11, 4, 13, 10, 8, 12, 14, 0, 6, 15)","['LEFT', 'UP', 'UP', 'RIGHT', 'RIGHT', 'DOWN', 'DOWN', 'LEFT', 'UP', 'RIGHT', 'UP', 'LEFT', 'DOWN', 'DOWN', 'RIGHT', 'RIGHT', 'UP', 'LEFT', 'UP', 'UP', 'RIGHT', 'DOWN', 'DOWN', 'DOWN']",24,0.001275778,41,,,10,0.000343561,12,,,,
"(1, 2, 4, 7, 13, 5, 3, 6, 0, 10, 8, 12, 14, 15, 9, 11)","['UP', 'RIGHT', 'DOWN', 'DOWN', 'RIGHT', 'RIGHT', 'UP', 'LEFT', 'LEFT', 'DOWN', 'RIGHT', 'UP', 'UP', 'RIGHT', 'DOWN', 'DOWN', 'LEFT', 'LEFT', 'LEFT', 'UP', 'RIGHT', 'UP', 'RIGHT', 'DOWN', 'DOWN', 'RIGHT', 'UP', 'UP', 'UP', 'LEFT', 'DOWN', 'RIGHT', 'DOWN', 'DOWN']",34,0.002979517,78,,,10,0.000294685,10,,,,
"(0, 1, 4, 8, 6, 2, 7, 3, 5, 10, 12, 15, 9, 13, 14, 11)","['RIGHT', 'DOWN', 'LEFT', 'DOWN', 'DOWN', 'RIGHT', 'RIGHT', 'UP', 'UP', 'RIGHT', 'UP', 'LEFT', 'DOWN', 'DOWN', 'RIGHT', 'DOWN', 'LEFT', 'UP', 'RIGHT', 'DOWN']",20,0.000690937,25,,,10,0.000291348,12,,,,
"(1, 2, 3, 4, 5, 6, 7, 8, 0, 9, 11, 12, 13, 10, 14, 15)","['RIGHT', 'DOWN', 'RIGHT', 'RIGHT']",4,0.000127792,4,,,10,0.000422478,14,,,,
"(1, 2, 15, 3, 6, 0, 7, 4, 5, 10, 14, 8, 9, 13, 12, 11)","['RIGHT', 'UP', 'RIGHT', 'DOWN', 'DOWN', 'DOWN', 'LEFT', 'UP', 'UP', 'LEFT', 'LEFT', 'DOWN', 'DOWN', 'RIGHT', 'RIGHT', 'UP', 'RIGHT', 'DOWN']",18,0.000615358,22,,,10,0.000384808,13,,,,
"(5, 3, 7, 4, 2, 1, 8, 0, 9, 6, 10, 11, 13, 14, 15, 12)","['LEFT', 'UP', 'LEFT', 'DOWN', 'LEFT', 'UP', 'RIGHT', 'DOWN', 'DOWN', 'RIGHT', 'RIGHT', 'DOWN']",12,0.000398397,14,,,10,0.0003016,10,,,,
"(1, 2, 3, 4, 13, 5, 7, 8, 0, 6, 10, 11, 14, 9, 15, 12)","['UP', 'RIGHT', 'DOWN', 'DOWN', 'LEFT', 'UP', 'RIGHT', 'RIGHT', 'RIGHT', 'DOWN']",10,0.000370979,13,,,10,0.000238657,10,,,,
"(1, 2, 3, 4, 11, 0, 6, 7, 9, 10, 5, 8, 13, 14, 12, 15)","['RIGHT', 'DOWN', 'DOWN', 'LEFT', 'LEFT', 'UP', 'UP', 'RIGHT', 'RIGHT', 'RIGHT', 'DOWN', 'LEFT', 'LEFT', 'LEFT', 'UP', 'RIGHT', 'RIGHT', 'DOWN', 'LEFT', 'LEFT', 'DOWN', 'RIGHT', 'RIGHT', 'RIGHT', 'UP', 'LEFT', 'UP', 'LEFT', 'DOWN', 'RIGHT', 'RIGHT', 'DOWN']",32,0.010402441,164,,,10,0.000350237,13,,,,
"(1, 6, 2, 3, 5, 7, 4, 8, 0, 9, 15, 11, 13, 10, 14, 12)","['RIGHT', 'DOWN', 'RIGHT', 'UP', 'RIGHT', 'UP', 'LEFT', 'LEFT', 'UP', 'RIGHT', 'RIGHT', 'DOWN', 'DOWN', 'DOWN']",14,0.000559092,19,,,10,0.000488997,17,,,,
"(6, 1, 3, 4, 2, 7, 11, 8, 5, 10, 14, 12, 9, 0, 13, 15)","['RIGHT', 'UP', 'UP', 'LEFT', 'UP', 'LEFT', 'DOWN', 'RIGHT', 'UP', 'LEFT', 'DOWN', 'DOWN', 'DOWN', 'RIGHT', 'RIGHT', 'RIGHT']",16,0.000414371,16,,,10,0.000421286,15,,,,
"(6, 5, 4, 8, 2, 0, 1, 3, 9, 10, 7, 11, 13, 14, 15, 12)","['RIGHT', 'UP', 'LEFT', 'LEFT', 'DOWN', 'RIGHT', 'UP', 'RIGHT', 'RIGHT', 'DOWN', 'LEFT', 'LEFT', 'UP', 'LEFT', 'DOWN', 'RIGHT', 'RIGHT', 'UP', 'RIGHT', 'DOWN', 'LEFT', 'DOWN', 'RIGHT', 'DOWN']",24,0.001690149,51,,,10,0.000390291,15,,,,
"(1, 2, 4, 8, 5, 6, 3, 12, 0, 9, 14, 11, 13, 15, 10, 7)","['RIGHT', 'RIGHT', 'DOWN', 'LEFT', 'UP', 'RIGHT', 'RIGHT', 'DOWN', 'LEFT', 'UP', 'RIGHT', 'UP', 'UP', 'LEFT', 'DOWN', 'DOWN', 'DOWN', 'RIGHT']",18,0.000757694,26,,,10,0.000231981,10,,,,
"(1, 6, 2, 4, 5, 10, 3, 8, 9, 14, 7, 15, 13, 0, 12, 11)","['UP', 'UP', 'UP', 'RIGHT', 'DOWN', 'DOWN', 'RIGHT', 'DOWN', 'LEFT', 'UP', 'RIGHT', 'DOWN']",12,0.000471354,16,,,10,0.000310659,12,,,,
"(1, 2, 3, 4, 6, 9, 5, 8, 10, 7, 11, 12, 13, 0, 14, 15)","['RIGHT', 'RIGHT', 'UP', 'LEFT', 'LEFT', 'LEFT', 'UP', 'RIGHT', 'RIGHT', 'DOWN', 'LEFT', 'LEFT', 'UP', 'RIGHT', 'DOWN', 'RIGHT', 'RIGHT', 'DOWN']",18,0.000896454,28,,,10,0.000352383,14,,,,
"(1, 7, 2, 4, 9, 5, 3, 8, 0, 6, 15, 11, 13, 10, 14, 12)","['UP', 'RIGHT', 'UP', 'RIGHT', 'DOWN', 'LEFT', 'DOWN', 'DOWN', 'RIGHT', 'UP', 'RIGHT', 'DOWN']",12,0.000458956,15,,,10,0.000417948,15,,,,
"(2, 6, 8, 3, 5, 0, 7, 14, 10, 1, 4, 11, 9, 13, 15, 12)","['DOWN', 'LEFT', 'UP', 'RIGHT', 'UP', 'LEFT', 'DOWN', 'DOWN', 'RIGHT', 'UP', 'RIGHT', 'DOWN', 'RIGHT', 'UP', 'LEFT', 'UP', 'RIGHT', 'DOWN', 'LEFT', 'LEFT', 'DOWN', 'RIGHT', 'RIGHT', 'DOWN', 'LEFT', 'UP', 'LEFT', 'LEFT', 'DOWN', 'RIGHT', 'RIGHT', 'RIGHT']",32,0.003382444,82,,,10,0.000288248,10,,,,
"(0, 6, 2, 4, 1, 5, 3, 8, 9, 10, 7, 12, 13, 14, 11, 15)","['DOWN', 'RIGHT', 'UP', 'RIGHT', 'DOWN', 'DOWN', 'DOWN', 'RIGHT']",8,0.000232697,8,,,10,0.000263691,10,,,,
"(1, 3, 6, 4, 5, 10, 2, 0, 9, 7, 11, 8, 13, 14, 15, 12)","['DOWN', 'LEFT', 'LEFT', 'UP', 'RIGHT', 'UP', 'LEFT', 'DOWN', 'RIGHT', 'DOWN', 'RIGHT', 'DOWN']",12,0.000588655,20,,,10,0.000309706,11,,,,
"(2, 5, 3, 6, 1, 0, 7, 4, 13, 10, 11, 12, 14, 9, 8, 15)","['UP', 'RIGHT', 'RIGHT', 'DOWN', 'LEFT', 'UP', 'LEFT', 'LEFT', 'DOWN', 'RIGHT', 'DOWN', 'DOWN', 'LEFT', 'UP', 'RIGHT', 'UP', 'RIGHT', 'DOWN', 'DOWN', 'RIGHT', 'UP', 'LEFT', 'UP', 'RIGHT', 'DOWN', 'DOWN']",26,0.001354694,44,,,10,0.000329494,13,,,,
"(0, 1, 8, 3, 6, 2, 7, 4, 5, 9, 10, 11, 13, 14, 15, 12)","['RIGHT', 'DOWN', 'LEFT', 'DOWN', 'RIGHT', 'RIGHT', 'UP', 'UP', 'RIGHT', 'DOWN', 'LEFT', 'DOWN', 'RIGHT', 'DOWN']",14,0.000602245,21,,,10,0.000330925,12,,,,
"(1, 2, 6, 3, 5, 11, 10, 4, 14, 15, 0, 7, 9, 13, 12, 8)","['LEFT', 'UP', 'RIGHT', 'UP', 'RIGHT', 'DOWN', 'DOWN', 'DOWN', 'LEFT', 'UP', 'LEFT', 'LEFT', 'DOWN', 'RIGHT', 'UP', 'UP', 'RIGHT', 'RIGHT', 'DOWN', 'DOWN']",20,0.000679493,23,,,10,0.000369787,13,,,,
"(1, 2, 3, 4, 5, 8, 10, 0, 9, 6, 15, 12, 13, 14, 7, 11)","['DOWN', 'LEFT', 'UP', 'LEFT', 'DOWN', 'RIGHT', 'DOWN', 'RIGHT', 'UP', 'UP', 'LEFT', 'DOWN', 'DOWN', 'RIGHT']",14,0.000421762,14,,,10,0.000266075,10,,,,
"(1, 6, 2, 3, 5, 10, 7, 4, 0, 9, 11, 8, 13, 14, 15, 12)","['RIGHT', 'UP', 'UP', 'RIGHT', 'RIGHT', 'DOWN', 'DOWN', 'DOWN']",8,0.000330925,12,,,10,0.000347137,13,,,,
"(2, 5, 3, 4, 13, 1, 7, 8, 6, 12, 15, 11, 10, 0, 9, 14)","['RIGHT', 'RIGHT', 'UP', 'LEFT', 'LEFT', 'LEFT', 'UP', 'RIGHT', 'DOWN', 'LEFT', 'DOWN', 'RIGHT', 'UP', 'LEFT', 'DOWN', 'RIGHT', 'RIGHT', 'UP', 'RIGHT', 'DOWN', 'LEFT', 'UP', 'LEFT', 'UP', 'UP', 'LEFT', 'DOWN', 'RIGHT', 'DOWN', 'RIGHT', 'RIGHT', 'DOWN']",32,0.001881123,53,,,10,0.000446796,15,,,,
"(2, 3, 0, 4, 1, 6, 7, 8, 5, 10, 13, 12, 9, 14, 11, 15)","['LEFT', 'LEFT', 'DOWN', 'DOWN', 'RIGHT', 'RIGHT', 'DOWN', 'LEFT', 'UP', 'LEFT', 'DOWN', 'RIGHT', 'RIGHT', 'RIGHT']",14,0.000367403,15,,,10,0.000324011,13,,,,
"(1, 2, 8, 3, 9, 5, 7, 4, 0, 6, 10, 11, 13, 14, 15, 12)","['UP', 'RIGHT', 'RIGHT', 'UP', 'RIGHT', 'DOWN', 'LEFT', 'LEFT', 'DOWN', 'RIGHT', 'RIGHT', 'DOWN']",12,0.000798702,26,,,10,0.000424862,15,,,,
"(9, 1, 2, 8, 3, 0, 4, 11, 6, 5, 10, 7, 13, 14, 15, 12)","['LEFT', 'UP', 'RIGHT', 'RIGHT', 'DOWN', 'LEFT', 'DOWN', 'LEFT', 'UP', 'RIGHT', 'DOWN', 'RIGHT', 'RIGHT', 'UP', 'UP', 'LEFT', 'DOWN', 'DOWN', 'RIGHT', 'DOWN']",20,0.00072217,24,,,10,0.00027442,10,,,,
"(1, 7, 2, 4, 13, 6, 3, 8, 0, 5, 14, 11, 9, 15, 10, 12)","['RIGHT', 'RIGHT', 'DOWN', 'LEFT', 'UP', 'UP', 'LEFT', 'DOWN', 'RIGHT', 'UP', 'UP', 'RIGHT', 'DOWN', 'RIGHT', 'DOWN', 'DOWN', 'LEFT', 'LEFT', 'UP', 'LEFT', 'DOWN', 'RIGHT', 'RIGHT', 'RIGHT', 'UP', 'UP', 'LEFT', 'LEFT', 'DOWN', 'RIGHT', 'RIGHT', 'DOWN']",32,0.127234936,634,,,10,0.000350237,14,,,,
"(1, 6, 0, 4, 9, 3, 2, 11, 10, 5, 8, 15, 13, 14, 12, 7)","['DOWN', 'DOWN', 'RIGHT', 'DOWN', 'LEFT', 'UP', 'RIGHT', 'UP', 'LEFT', 'LEFT', 'DOWN', 'LEFT', 'UP', 'RIGHT', 'UP', 'RIGHT', 'DOWN', 'DOWN', 'RIGHT', 'DOWN']",20,0.001513243,42,,,10,0.000349998,13,,,,
"(2, 5, 3, 8, 1, 6, 4, 7, 9, 10, 11, 12, 13, 14, 15, 0)","['UP', 'LEFT', 'UP', 'RIGHT', 'UP', 'LEFT', 'DOWN', 'DOWN', 'RIGHT', 'UP', 'LEFT', 'LEFT', 'UP', 'LEFT', 'DOWN', 'RIGHT', 'RIGHT', 'UP', 'RIGHT', 'DOWN', 'DOWN', 'DOWN']",22,0.004581928,102,,,10,0.000396967,14,,,,
"(1, 2, 4, 7, 9, 5, 12, 3, 13, 11, 0, 8, 10, 6, 14, 15)","['UP', 'UP', 'RIGHT', 'DOWN', 'DOWN', 'LEFT', 'LEFT', 'DOWN', 'LEFT', 'UP', 'UP', 'RIGHT', 'DOWN', 'DOWN', 'RIGHT', 'RIGHT', 'UP', 'UP', 'LEFT', 'UP', 'RIGHT', 'DOWN', 'DOWN', 'DOWN']",24,0.000995398,34,,,10,0.000414371,15,,,,
"(2, 5, 3, 4, 1, 0, 6, 8, 9, 10, 7, 12, 13, 14, 11, 15)","['UP', 'LEFT', 'DOWN', 'RIGHT', 'RIGHT', 'DOWN', 'DOWN', 'RIGHT']",8,0.000369072,13,,,10,0.000258446,10,,,,
"(1, 2, 3, 8, 6, 0, 4, 12, 5, 10, 7, 15, 9, 13, 11, 14)","['LEFT', 'UP', 'RIGHT', 'RIGHT', 'DOWN', 'DOWN', 'DOWN', 'RIGHT', 'UP', 'UP', 'UP', 'LEFT', 'LEFT', 'LEFT', 'DOWN', 'DOWN', 'DOWN', 'RIGHT', 'RIGHT', 'RIGHT']",20,0.000669956,26,,,10,0.000467539,16,,,,
"(1, 3, 4, 10, 6, 2, 12, 15, 5, 7, 0, 8, 13, 9, 14, 11)","['RIGHT', 'UP', 'UP', 'LEFT', 'LEFT', 'DOWN', 'DOWN', 'DOWN', 'RIGHT', 'RIGHT', 'UP', 'UP', 'LEFT', 'DOWN', 'RIGHT', 'UP', 'LEFT', 'LEFT', 'LEFT', 'DOWN', 'RIGHT', 'RIGHT', 'DOWN', 'RIGHT']",24,0.000808477,27,,,10,0.000493765,18,,,,
"(2, 1, 7, 4, 9, 0, 5, 3, 6, 14, 10, 8, 13, 15, 12, 11)","['RIGHT', 'RIGHT', 'DOWN', 'DOWN', 'LEFT', 'LEFT', 'UP', 'LEFT', 'UP', 'RIGHT', 'UP', 'RIGHT', 'DOWN', 'DOWN', 'LEFT', 'LEFT', 'UP', 'RIGHT', 'UP', 'LEFT', 'DOWN', 'DOWN', 'RIGHT', 'RIGHT', 'UP', 'LEFT', 'DOWN', 'RIGHT', 'RIGHT', 'DOWN']",30,0.010501146,170,,,10,0.000308037,12,,,,
"(1, 2, 4, 11, 5, 0, 8, 3, 9, 6, 10, 15, 13, 14, 12, 7)","['DOWN', 'RIGHT', 'RIGHT', 'DOWN', 'LEFT', 'UP', 'UP', 'RIGHT', 'UP', 'LEFT', 'DOWN', 'DOWN', 'RIGHT', 'UP', 'LEFT', 'DOWN', 'RIGHT', 'DOWN']",18,0.000879765,29,,,10,0.000396967,14,,,,
"(1, 2, 3, 4, 13, 7, 15, 8, 9, 5, 11, 12, 6, 10, 14, 0)","['UP', 'LEFT', 'UP', 'LEFT', 'DOWN', 'LEFT', 'DOWN', 'RIGHT', 'UP', 'LEFT', 'UP', 'RIGHT', 'DOWN', 'LEFT', 'DOWN', 'RIGHT', 'UP', 'LEFT', 'DOWN', 'RIGHT', 'RIGHT', 'UP', 'RIGHT', 'DOWN']",24,0.021346807,232,,,10,0.000320673,13,,,,
"(1, 2, 3, 4, 6, 11, 9, 7, 0, 5, 12, 8, 13, 10, 14, 15)","['RIGHT', 'UP', 'RIGHT', 'RIGHT', 'DOWN', 'LEFT', 'LEFT', 'UP', 'LEFT', 'DOWN', 'RIGHT', 'DOWN', 'RIGHT', 'RIGHT']",14,0.000441551,14,,,10,0.000269651,10,,,,
"(1, 2, 3, 4, 5, 6, 11, 7, 9, 10, 0, 15, 13, 14, 12, 8)","['RIGHT', 'DOWN', 'LEFT', 'UP', 'UP', 'RIGHT', 'DOWN', 'DOWN']",8,0.000296831,11,,,10,0.000513792,19,,,,
"(0, 2, 11, 3, 1, 5, 6, 4, 9, 14, 8, 7, 13, 15, 10, 12)","['DOWN', 'RIGHT', 'RIGHT', 'UP', 'RIGHT', 'DOWN', 'LEFT', 'DOWN', 'DOWN', 'LEFT', 'UP', 'RIGHT', 'RIGHT', 'UP', 'LEFT', 'DOWN', 'RIGHT', 'DOWN']",18,0.000756979,26,,,10,0.000282288,12,,,,
"(0, 5, 1, 4, 9, 7, 2, 8, 6, 10, 3, 12, 13, 14, 11, 15)","['RIGHT', 'RIGHT', 'DOWN', 'DOWN', 'LEFT', 'LEFT', 'UP', 'UP', 'RIGHT', 'RIGHT', 'DOWN', 'LEFT', 'DOWN', 'RIGHT', 'DOWN', 'RIGHT']",16,0.000475645,17,,,10,0.000390291,14,,,,
"(2, 5, 3, 4, 1, 0, 9, 7, 13, 12, 6, 11, 10, 14, 15, 8)","['UP', 'LEFT', 'DOWN', 'RIGHT', 'RIGHT', 'DOWN', 'LEFT', 'UP', 'RIGHT', 'RIGHT', 'DOWN', 'DOWN', 'LEFT', 'LEFT', 'LEFT', 'UP', 'RIGHT', 'UP', 'RIGHT', 'RIGHT', 'DOWN', 'LEFT', 'UP', 'LEFT', 'DOWN', 'DOWN', 'RIGHT', 'RIGHT']",28,0.001961231,41,,,10,0.000371218,13,,,,
"(2, 6, 4, 8, 10, 0, 9, 3, 7, 1, 13, 12, 14, 5, 11, 15)","['DOWN', 'RIGHT', 'UP', 'RIGHT', 'UP', 'LEFT', 'DOWN', 'DOWN', 'LEFT', 'LEFT', 'UP', 'RIGHT', 'RIGHT', 'DOWN', 'LEFT', 'DOWN', 'LEFT', 'UP', 'RIGHT', 'UP', 'RIGHT', 'DOWN', 'LEFT', 'UP', 'UP', 'LEFT', 'DOWN', 'DOWN', 'RIGHT', 'RIGHT', 'DOWN', 'LEFT', 'LEFT', 'UP', 'RIGHT', 'DOWN', 'RIGHT', 'RIGHT']",38,0.003239155,73,,,10,0.000430584,14,,,,
"(1, 3, 7, 4, 5, 2, 8, 12, 10, 13, 6, 11, 9, 0, 14, 15)","['UP', 'RIGHT', 'RIGHT', 'UP', 'LEFT', 'UP', 'LEFT', 'DOWN', 'DOWN', 'LEFT', 'DOWN', 'RIGHT', 'RIGHT', 'RIGHT']",14,0.00039959,14,,,10,0.000368595,14,,,,
"(0, 5, 7, 4, 3, 9, 8, 11, 2, 1, 6, 10, 13, 14, 15, 12)","['DOWN', 'DOWN', 'RIGHT', 'UP', 'UP', 'LEFT', 'DOWN', 'DOWN', 'RIGHT', 'RIGHT', 'RIGHT', 'UP', 'LEFT', 'UP', 'LEFT', 'LEFT', 'DOWN', 'RIGHT', 'DOWN', 'RIGHT', 'RIGHT', 'DOWN']",22,0.000688076,24,,,10,0.000271559,10,,,,
"(0, 1, 8, 3, 5, 2, 7, 4, 9, 10, 12, 15, 6, 13, 14, 11)","['RIGHT', 'DOWN', 'RIGHT', 'UP', 'RIGHT', 'DOWN', 'LEFT', 'LEFT', 'LEFT', 'DOWN', 'DOWN', 'RIGHT', 'RIGHT', 'UP', 'RIGHT', 'DOWN', 'LEFT', 'UP', 'LEFT', 'LEFT', 'UP', 'RIGHT', 'DOWN', 'RIGHT', 'RIGHT', 'DOWN']",26,0.001276493,39,,,10,0.00027895,10,,,,
"(0, 2, 8, 3, 1, 7, 4, 12, 6, 14, 13, 11, 5, 9, 10, 15)","['DOWN', 'DOWN', 'DOWN', 'RIGHT', 'RIGHT', 'UP', 'LEFT', 'DOWN', 'RIGHT', 'UP', 'RIGHT', 'UP', 'LEFT', 'UP', 'RIGHT', 'DOWN', 'LEFT', 'LEFT', 'LEFT', 'DOWN', 'DOWN', 'RIGHT', 'RIGHT', 'RIGHT']",24,0.000748158,27,,,10,0.000388622,13,,,,
"(2, 6, 0, 3, 1, 7, 8, 4, 5, 13, 11, 12, 10, 9, 14, 15)","['RIGHT', 'DOWN', 'LEFT', 'LEFT', 'UP', 'LEFT', 'DOWN', 'DOWN', 'DOWN', 'RIGHT', 'UP', 'LEFT', 'DOWN', 'RIGHT', 'RIGHT', 'RIGHT']",16,0.000384808,16,,,10,0.000409365,14,,,,
"(1, 2, 3, 4, 5, 6, 7, 8, 13, 9, 11, 12, 10, 0, 14, 15)","['LEFT', 'UP', 'RIGHT', 'DOWN', 'RIGHT', 'RIGHT']",6,0.00015974,6,,,10,0.000263691,10,,,,
"(9, 1, 3, 4, 11, 2, 10, 6, 0, 5, 12, 7, 13, 14, 8, 15)","['UP', 'UP', 'RIGHT', 'DOWN', 'DOWN', 'LEFT', 'UP', 'RIGHT', 'RIGHT', 'RIGHT', 'DOWN', 'LEFT', 'LEFT', 'UP', 'RIGHT', 'DOWN', 'DOWN', 'RIGHT', 'UP', 'LEFT', 'UP', 'RIGHT', 'DOWN', 'DOWN']",24,0.001394749,43,,,10,0.000297785,10,,,,
"(1, 2, 7, 3, 5, 6, 11, 4, 0, 10, 15, 8, 9, 13, 14, 12)","['DOWN', 'RIGHT', 'RIGHT', 'UP', 'UP', 'UP', 'RIGHT', 'DOWN', 'DOWN', 'DOWN']",10,0.000367641,14,,,10,0.00026679,10,,,,
"(0, 1, 9, 3, 5, 7, 10, 4, 6, 11, 12, 8, 13, 2, 14, 15)","['RIGHT', 'RIGHT', 'RIGHT', 'DOWN', 'DOWN', 'LEFT', 'LEFT', 'DOWN', 'RIGHT', 'RIGHT', 'UP', 'LEFT', 'UP', 'LEFT', 'UP', 'LEFT', 'DOWN', 'RIGHT', 'DOWN', 'LEFT', 'UP', 'UP', 'RIGHT', 'DOWN', 'DOWN', 'RIGHT', 'RIGHT', 'DOWN']",28,0.005523443,114,,,10,0.000268698,10,,,,
"(1, 2, 6, 4, 5, 10, 3, 8, 9, 15, 7, 11, 13, 0, 14, 12)","['LEFT', 'UP', 'UP', 'UP', 'RIGHT', 'RIGHT', 'DOWN', 'DOWN', 'LEFT', 'UP', 'UP', 'LEFT', 'DOWN', 'DOWN', 'DOWN', 'RIGHT', 'RIGHT', 'UP', 'RIGHT', 'DOWN']",20,0.003781319,87,,,10,0.000248432,10,,,,
