puzzle,solution,length of solution,time(s),Nodes expanded,,,length of solution,time(s),Nodes expanded,,length of solution,average time(s),average nodes expanded
"(0, 2, 3, 4, 1, 7, 8, 12, 6, 13, 14, 11, 5, 10, 9, 15)","['DOWN', 'DOWN', 'DOWN', 'RIGHT', 'RIGHT', 'UP', 'RIGHT', 'UP', 'LEFT', 'LEFT', 'LEFT', 'DOWN', 'DOWN', 'RIGHT', 'UP', 'LEFT', 'DOWN', 'RIGHT', 'RIGHT', 'RIGHT']",20,0.000564337,21,,,20,0.000977039,29,,,,
"(1, 2, 8, 4, 9, 5, 3, 6, 13, 10, 12, 15, 14, 11, 7, 0)","['UP', 'LEFT', 'DOWN', 'LEFT', 'LEFT', 'UP', 'UP', 'RIGHT', 'UP', 'RIGHT', 'DOWN', 'RIGHT', 'UP', 'LEFT', 'LEFT', 'DOWN', 'RIGHT', 'UP', 'RIGHT', 'DOWN', 'LEFT', 'DOWN', 'DOWN', 'RIGHT']",24,0.003384352,83,,,20,0.001518011,46,,,,
"(1, 6, 3, 4, 7, 10, 2, 5, 0, 9, 11, 8, 13, 14, 15, 12)","['RIGHT', 'UP', 'RIGHT', 'RIGHT', 'UP', 'LEFT', 'LEFT', 'DOWN', 'LEFT', 'UP', 'RIGHT', 'DOWN', 'RIGHT', 'UP', 'LEFT', 'LEFT', 'DOWN', 'RIGHT', 'RIGHT', 'UP', 'RIGHT', 'DOWN', 'DOWN', 'DOWN']",24,0.001122236,36,,,20,0.001309395,40,,,,
"(1, 2, 7, 3, 5, 6, 4, 8, 0, 10, 11, 12, 9, 13, 14, 15)","['DOWN', 'RIGHT', 'RIGHT', 'RIGHT', 'UP', 'UP', 'LEFT', 'UP', 'RIGHT', 'DOWN', 'DOWN', 'DOWN']",12,0.000395536,16,,,20,0.001028776,32,,,,
"(1, 7, 2, 4, 10, 0, 3, 8, 6, 15, 14, 11, 5, 9, 13, 12)","['UP', 'RIGHT', 'DOWN', 'LEFT', 'LEFT', 'DOWN', 'DOWN', 'RIGHT', 'RIGHT', 'UP', 'LEFT', 'UP', 'LEFT', 'DOWN', 'DOWN', 'RIGHT', 'RIGHT', 'UP', 'RIGHT', 'DOWN']",20,0.000708342,23,,,20,0.000564337,21,,,,
"(2, 3, 7, 4, 1, 5, 11, 8, 0, 10, 6, 12, 9, 13, 14, 15)","['RIGHT', 'RIGHT', 'UP', 'UP', 'LEFT', 'LEFT', 'DOWN', 'RIGHT', 'DOWN', 'LEFT', 'DOWN', 'RIGHT', 'RIGHT', 'RIGHT']",14,0.000406981,14,,,20,0.000708342,23,,,,
"(9, 1, 3, 4, 6, 2, 7, 8, 0, 5, 15, 11, 13, 10, 14, 12)","['UP', 'UP', 'RIGHT', 'DOWN', 'DOWN', 'LEFT', 'UP', 'RIGHT', 'DOWN', 'DOWN', 'RIGHT', 'UP', 'RIGHT', 'DOWN']",14,0.000509262,17,,,20,0.000804186,25,,,,
"(2, 5, 3, 4, 1, 0, 6, 8, 9, 10, 7, 15, 13, 14, 12, 11)","['UP', 'LEFT', 'DOWN', 'RIGHT', 'RIGHT', 'DOWN', 'RIGHT', 'DOWN', 'LEFT', 'UP', 'RIGHT', 'DOWN']",12,0.000725508,24,,,20,0.000944614,32,,,,
"(1, 2, 3, 15, 6, 8, 4, 0, 5, 10, 7, 12, 9, 13, 14, 11)","['LEFT', 'DOWN', 'RIGHT', 'UP', 'UP', 'LEFT', 'DOWN', 'LEFT', 'LEFT', 'DOWN', 'DOWN', 'RIGHT', 'RIGHT', 'UP', 'UP', 'RIGHT', 'DOWN', 'LEFT', 'UP', 'UP', 'RIGHT', 'DOWN', 'DOWN', 'DOWN', 'LEFT', 'UP', 'RIGHT', 'DOWN']",28,0.022330761,241,,,20,0.000615597,21,,,,
"(2, 3, 0, 4, 1, 5, 7, 8, 9, 6, 15, 11, 13, 10, 14, 12)","['LEFT', 'LEFT', 'DOWN', 'RIGHT', 'DOWN', 'DOWN', 'RIGHT', 'UP', 'RIGHT', 'DOWN']",10,0.000383854,13,,,20,0.000957012,30,,,,
"(1, 7, 0, 4, 6, 3, 2, 8, 5, 13, 9, 11, 14, 15, 10, 12)","['LEFT', 'DOWN', 'LEFT', 'DOWN', 'RIGHT', 'RIGHT', 'DOWN', 'LEFT', 'LEFT', 'UP', 'RIGHT', 'UP', 'RIGHT', 'UP', 'LEFT', 'DOWN', 'DOWN', 'RIGHT', 'RIGHT', 'DOWN']",20,0.000804186,25,,,20,0.001214027,40,,,,
"(0, 1, 3, 4, 14, 2, 8, 11, 9, 5, 10, 7, 13, 6, 15, 12)","['RIGHT', 'DOWN', 'DOWN', 'DOWN', 'LEFT', 'UP', 'UP', 'RIGHT', 'DOWN', 'LEFT', 'DOWN', 'RIGHT', 'UP', 'RIGHT', 'RIGHT', 'UP', 'LEFT', 'DOWN', 'RIGHT', 'DOWN']",20,0.000944614,32,,,20,0.000730515,26,,,,
"(1, 2, 0, 3, 5, 6, 8, 4, 9, 12, 7, 14, 13, 10, 11, 15)","['RIGHT', 'DOWN', 'LEFT', 'DOWN', 'RIGHT', 'DOWN', 'LEFT', 'UP', 'LEFT', 'DOWN', 'RIGHT', 'RIGHT', 'UP', 'LEFT', 'DOWN', 'RIGHT']",16,0.000699759,24,,,20,0.000640392,24,,,,
"(2, 3, 0, 4, 6, 5, 7, 8, 1, 13, 10, 11, 14, 9, 15, 12)","['LEFT', 'DOWN', 'LEFT', 'DOWN', 'RIGHT', 'DOWN', 'LEFT', 'UP', 'RIGHT', 'UP', 'UP', 'LEFT', 'DOWN', 'RIGHT', 'DOWN', 'RIGHT', 'RIGHT', 'DOWN']",18,0.000819206,26,,,20,0.001447439,42,,,,
"(1, 2, 3, 4, 5, 6, 7, 8, 13, 9, 10, 12, 14, 0, 11, 15)","['LEFT', 'UP', 'RIGHT', 'RIGHT', 'DOWN', 'RIGHT']",6,0.000191212,6,,,20,0.001152039,34,,,,
"(1, 2, 4, 8, 5, 0, 3, 12, 9, 11, 7, 6, 13, 10, 14, 15)","['DOWN', 'RIGHT', 'RIGHT', 'UP', 'UP', 'LEFT', 'DOWN', 'LEFT', 'DOWN', 'RIGHT', 'UP', 'LEFT', 'DOWN', 'DOWN', 'RIGHT', 'RIGHT']",16,0.000519991,16,,,20,0.001078367,34,,,,
"(1, 9, 0, 4, 6, 11, 2, 8, 5, 3, 15, 7, 13, 10, 12, 14)","['RIGHT', 'DOWN', 'DOWN', 'LEFT', 'DOWN', 'RIGHT', 'UP', 'LEFT', 'UP', 'RIGHT', 'UP', 'LEFT', 'DOWN', 'DOWN', 'LEFT', 'UP', 'UP', 'RIGHT', 'DOWN', 'DOWN', 'LEFT', 'UP', 'UP', 'RIGHT', 'DOWN', 'LEFT', 'LEFT', 'DOWN', 'RIGHT', 'DOWN', 'RIGHT', 'RIGHT']",32,0.016825438,205,,,20,0.000587225,23,,,,
"(1, 2, 3, 4, 6, 7, 8, 12, 5, 9, 14, 11, 13, 0, 10, 15)","['RIGHT', 'UP', 'RIGHT', 'UP', 'LEFT', 'LEFT', 'LEFT', 'DOWN', 'RIGHT', 'DOWN', 'RIGHT', 'RIGHT']",12,0.000362396,12,,,20,0.001132965,35,,,,
"(1, 2, 3, 4, 5, 6, 7, 8, 15, 13, 0, 14, 9, 10, 12, 11)","['RIGHT', 'DOWN', 'LEFT', 'LEFT', 'UP', 'LEFT', 'DOWN', 'RIGHT', 'RIGHT', 'UP', 'LEFT', 'DOWN', 'RIGHT', 'UP', 'RIGHT', 'DOWN']",16,0.000594854,20,,,20,0.000956059,30,,,,
"(0, 1, 4, 8, 2, 3, 14, 7, 5, 15, 6, 11, 9, 13, 10, 12)","['RIGHT', 'DOWN', 'LEFT', 'DOWN', 'RIGHT', 'RIGHT', 'UP', 'RIGHT', 'UP', 'LEFT', 'LEFT', 'DOWN', 'DOWN', 'LEFT', 'DOWN', 'RIGHT', 'RIGHT', 'UP', 'LEFT', 'DOWN', 'RIGHT', 'UP', 'RIGHT', 'DOWN']",24,0.000832558,27,,,20,0.002861261,69,,,,
"(6, 1, 3, 4, 2, 10, 11, 7, 5, 15, 0, 8, 9, 13, 14, 12)","['LEFT', 'UP', 'UP', 'LEFT', 'DOWN', 'RIGHT', 'UP', 'LEFT', 'DOWN', 'DOWN', 'DOWN', 'RIGHT', 'RIGHT', 'UP', 'UP', 'RIGHT', 'DOWN', 'DOWN']",18,0.000586033,21,,,20,0.000777721,25,,,,
"(1, 4, 3, 8, 5, 2, 14, 0, 9, 6, 7, 12, 13, 15, 11, 10)","['LEFT', 'DOWN', 'RIGHT', 'DOWN', 'LEFT', 'UP', 'RIGHT', 'UP', 'LEFT', 'UP', 'LEFT', 'DOWN', 'DOWN', 'RIGHT', 'RIGHT', 'UP', 'UP', 'LEFT', 'DOWN', 'LEFT', 'DOWN', 'RIGHT', 'RIGHT', 'DOWN', 'LEFT', 'LEFT', 'UP', 'UP', 'RIGHT', 'DOWN', 'RIGHT', 'DOWN']",32,0.008573532,148,,,20,0.001826525,49,,,,
"(1, 2, 3, 4, 5, 10, 7, 0, 9, 14, 6, 8, 13, 15, 11, 12)","['LEFT', 'DOWN', 'DOWN', 'LEFT', 'UP', 'UP', 'RIGHT', 'RIGHT', 'DOWN', 'DOWN']",10,0.000396252,13,,,20,0.000627041,23,,,,
"(1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 0, 11, 13, 14, 15, 12)","['RIGHT', 'DOWN']",2,0.000182629,5,,,20,0.00063324,21,,,,
"(1, 6, 2, 3, 13, 0, 5, 4, 7, 8, 9, 11, 10, 14, 15, 12)","['RIGHT', 'DOWN', 'LEFT', 'LEFT', 'UP', 'RIGHT', 'RIGHT', 'DOWN', 'LEFT', 'UP', 'UP', 'RIGHT', 'RIGHT', 'DOWN', 'LEFT', 'DOWN', 'RIGHT', 'DOWN', 'LEFT', 'LEFT', 'LEFT', 'UP', 'RIGHT', 'DOWN', 'RIGHT', 'RIGHT']",26,0.002281666,58,,,20,0.000652552,24,,,,
"(1, 2, 11, 3, 6, 10, 7, 4, 5, 8, 0, 12, 13, 9, 14, 15)","['LEFT', 'UP', 'RIGHT', 'UP', 'RIGHT', 'DOWN', 'LEFT', 'DOWN', 'LEFT', 'DOWN', 'RIGHT', 'RIGHT', 'UP', 'UP', 'LEFT', 'LEFT', 'LEFT', 'DOWN', 'RIGHT', 'RIGHT', 'RIGHT', 'DOWN']",22,0.000894785,27,,,20,0.001294851,39,,,,
"(1, 2, 3, 4, 10, 0, 6, 8, 5, 7, 11, 12, 14, 9, 13, 15)","['LEFT', 'DOWN', 'DOWN', 'RIGHT', 'RIGHT', 'UP', 'LEFT', 'LEFT', 'DOWN', 'RIGHT', 'UP', 'UP', 'RIGHT', 'DOWN', 'DOWN', 'RIGHT']",16,0.000599146,19,,,20,0.00144887,45,,,,
"(5, 6, 4, 7, 3, 1, 2, 8, 9, 11, 14, 12, 13, 10, 15, 0)","['LEFT', 'UP', 'LEFT', 'DOWN', 'RIGHT', 'RIGHT', 'UP', 'UP', 'UP', 'LEFT', 'LEFT', 'DOWN', 'LEFT', 'UP', 'RIGHT', 'DOWN', 'RIGHT', 'UP', 'LEFT', 'DOWN', 'RIGHT', 'RIGHT', 'DOWN', 'DOWN']",24,0.000819921,29,,,20,0.000808716,26,,,,
"(2, 6, 0, 4, 5, 1, 3, 7, 10, 14, 12, 8, 9, 11, 13, 15)","['DOWN', 'RIGHT', 'DOWN', 'LEFT', 'LEFT', 'LEFT', 'UP', 'RIGHT', 'UP', 'LEFT', 'DOWN', 'DOWN', 'RIGHT', 'DOWN', 'RIGHT', 'UP', 'LEFT', 'LEFT', 'DOWN', 'RIGHT', 'RIGHT', 'RIGHT']",22,0.000709057,24,,,20,0.036779165,321,,,,
"(3, 7, 6, 4, 2, 1, 10, 8, 0, 5, 11, 12, 13, 9, 14, 15)","['RIGHT', 'DOWN', 'RIGHT', 'RIGHT', 'UP', 'LEFT', 'UP', 'UP', 'LEFT', 'LEFT', 'DOWN', 'RIGHT', 'RIGHT', 'UP', 'LEFT', 'LEFT', 'DOWN', 'DOWN', 'RIGHT', 'RIGHT', 'RIGHT', 'DOWN']",22,0.001102448,36,,,20,0.000975609,30,,,,
"(1, 2, 11, 3, 5, 6, 8, 4, 9, 14, 10, 7, 13, 0, 15, 12)","['UP', 'RIGHT', 'UP', 'UP', 'RIGHT', 'DOWN', 'LEFT', 'DOWN', 'RIGHT', 'UP', 'LEFT', 'DOWN', 'RIGHT', 'DOWN']",14,0.000921965,29,,,20,0.000532389,20,,,,
"(1, 7, 0, 4, 5, 3, 2, 8, 11, 6, 14, 12, 9, 13, 10, 15)","['LEFT', 'DOWN', 'RIGHT', 'UP', 'LEFT', 'DOWN', 'DOWN', 'LEFT', 'DOWN', 'RIGHT', 'RIGHT', 'UP', 'LEFT', 'DOWN', 'RIGHT', 'RIGHT']",16,0.000473738,16,,,20,0.00064373,23,,,,
"(1, 2, 3, 4, 10, 6, 7, 8, 5, 15, 0, 12, 13, 9, 11, 14)","['DOWN', 'RIGHT', 'UP', 'LEFT', 'LEFT', 'DOWN', 'RIGHT', 'UP', 'UP', 'LEFT', 'LEFT', 'DOWN', 'RIGHT', 'UP', 'RIGHT', 'DOWN', 'RIGHT', 'DOWN']",18,0.001028776,31,,,20,0.001323223,41,,,,
"(0, 2, 4, 7, 1, 6, 3, 8, 5, 9, 10, 11, 13, 14, 15, 12)","['DOWN', 'DOWN', 'RIGHT', 'RIGHT', 'RIGHT', 'UP', 'UP', 'LEFT', 'DOWN', 'RIGHT', 'DOWN', 'DOWN']",12,0.000381947,14,,,20,0.002535105,62,,,,
"(2, 3, 7, 4, 1, 0, 6, 8, 5, 10, 14, 12, 9, 11, 13, 15)","['RIGHT', 'UP', 'LEFT', 'LEFT', 'DOWN', 'DOWN', 'RIGHT', 'DOWN', 'RIGHT', 'UP', 'LEFT', 'LEFT', 'DOWN', 'RIGHT', 'RIGHT', 'RIGHT']",16,0.0004704,17,,,20,0.000899553,28,,,,
"(0, 7, 4, 8, 1, 3, 2, 12, 5, 9, 6, 11, 13, 10, 14, 15)","['DOWN', 'DOWN', 'RIGHT', 'RIGHT', 'RIGHT', 'UP', 'UP', 'LEFT', 'LEFT', 'DOWN', 'RIGHT', 'UP', 'LEFT', 'DOWN', 'DOWN', 'DOWN', 'RIGHT', 'RIGHT']",18,0.000512123,18,,,20,0.00063777,22,,,,
"(1, 6, 2, 4, 9, 5, 3, 8, 13, 10, 0, 7, 14, 15, 12, 11)","['RIGHT', 'DOWN', 'LEFT', 'LEFT', 'LEFT', 'UP', 'UP', 'RIGHT', 'UP', 'RIGHT', 'DOWN', 'DOWN', 'RIGHT', 'DOWN']",14,0.000468254,17,,,20,0.001017809,35,,,,
"(5, 2, 4, 8, 6, 1, 7, 3, 9, 10, 15, 11, 13, 0, 14, 12)","['RIGHT', 'UP', 'UP', 'RIGHT', 'UP', 'LEFT', 'LEFT', 'DOWN', 'LEFT', 'UP', 'RIGHT', 'RIGHT', 'DOWN', 'DOWN', 'RIGHT', 'DOWN']",16,0.000566244,20,,,20,0.000958204,33,,,,
"(0, 6, 2, 3, 1, 5, 7, 4, 9, 11, 12, 8, 13, 10, 14, 15)","['DOWN', 'RIGHT', 'UP', 'RIGHT', 'RIGHT', 'DOWN', 'DOWN', 'LEFT', 'LEFT', 'DOWN', 'RIGHT', 'RIGHT']",12,0.000321388,12,,,20,0.000932932,20,,,,
"(1, 2, 3, 4, 9, 5, 6, 8, 0, 10, 7, 12, 13, 14, 11, 15)","['UP', 'RIGHT', 'RIGHT', 'DOWN', 'DOWN', 'RIGHT']",6,0.000204563,6,,,20,0.000888824,30,,,,
"(1, 3, 0, 4, 5, 2, 6, 7, 9, 10, 12, 8, 13, 14, 11, 15)","['LEFT', 'DOWN', 'RIGHT', 'RIGHT', 'DOWN', 'LEFT', 'DOWN', 'RIGHT']",8,0.000249386,8,,,20,0.000927687,30,,,,
"(1, 3, 6, 4, 9, 2, 8, 12, 13, 5, 15, 11, 14, 10, 7, 0)","['UP', 'LEFT', 'DOWN', 'RIGHT', 'UP', 'UP', 'LEFT', 'UP', 'LEFT', 'DOWN', 'DOWN', 'DOWN', 'LEFT', 'UP', 'UP', 'RIGHT', 'RIGHT', 'DOWN', 'DOWN', 'RIGHT']",20,0.000615597,21,,,20,0.001506567,43,,,,
"(0, 7, 2, 4, 3, 1, 6, 8, 5, 14, 10, 11, 9, 13, 15, 12)","['DOWN', 'RIGHT', 'RIGHT', 'UP', 'LEFT', 'LEFT', 'DOWN', 'DOWN', 'DOWN', 'RIGHT', 'UP', 'UP', 'RIGHT', 'UP', 'LEFT', 'DOWN', 'DOWN', 'RIGHT', 'RIGHT', 'DOWN']",20,0.000957012,30,,,20,0.000769854,24,,,,
"(1, 6, 0, 4, 5, 3, 2, 8, 9, 10, 15, 12, 13, 14, 7, 11)","['DOWN', 'LEFT', 'UP', 'RIGHT', 'DOWN', 'RIGHT', 'DOWN', 'LEFT', 'DOWN', 'RIGHT', 'UP', 'UP', 'LEFT', 'DOWN', 'DOWN', 'RIGHT']",16,0.000474215,16,,,20,0.001409531,42,,,,
"(1, 2, 0, 4, 9, 5, 3, 7, 6, 11, 12, 8, 13, 10, 14, 15)","['DOWN', 'RIGHT', 'DOWN', 'LEFT', 'LEFT', 'LEFT', 'UP', 'RIGHT', 'DOWN', 'DOWN', 'RIGHT', 'RIGHT']",12,0.000363588,12,,,20,0.000591516,21,,,,
"(0, 10, 2, 4, 1, 5, 3, 7, 9, 11, 6, 8, 13, 14, 15, 12)","['DOWN', 'RIGHT', 'UP', 'RIGHT', 'DOWN', 'DOWN', 'LEFT', 'UP', 'RIGHT', 'RIGHT', 'DOWN', 'DOWN']",12,0.000444174,15,,,20,0.001603842,46,,,,
"(2, 7, 6, 3, 1, 5, 4, 0, 9, 10, 11, 8, 13, 14, 15, 12)","['LEFT', 'UP', 'LEFT', 'LEFT', 'DOWN', 'RIGHT', 'RIGHT', 'UP', 'RIGHT', 'DOWN', 'DOWN', 'DOWN']",12,0.000444412,16,,,20,0.004809856,101,,,,
"(0, 6, 5, 2, 4, 9, 1, 3, 10, 11, 7, 8, 13, 14, 15, 12)","['DOWN', 'RIGHT', 'RIGHT', 'DOWN', 'LEFT', 'LEFT', 'UP', 'RIGHT', 'UP', 'RIGHT', 'DOWN', 'LEFT', 'UP', 'LEFT', 'DOWN', 'RIGHT', 'RIGHT', 'UP', 'LEFT', 'DOWN', 'RIGHT', 'UP', 'RIGHT', 'DOWN', 'LEFT', 'LEFT', 'UP', 'RIGHT', 'RIGHT', 'DOWN', 'DOWN', 'DOWN']",32,0.003029585,76,,,20,0.00223875,60,,,,
"(10, 4, 2, 7, 3, 9, 1, 11, 0, 14, 12, 8, 5, 13, 15, 6)","['DOWN', 'RIGHT', 'RIGHT', 'UP', 'LEFT', 'UP', 'RIGHT', 'UP', 'LEFT', 'LEFT', 'DOWN', 'RIGHT', 'UP', 'LEFT', 'DOWN', 'DOWN', 'RIGHT', 'RIGHT', 'RIGHT', 'DOWN', 'LEFT', 'LEFT', 'UP', 'UP', 'RIGHT', 'DOWN', 'RIGHT', 'UP', 'LEFT', 'DOWN', 'RIGHT', 'UP', 'UP', 'LEFT', 'LEFT', 'DOWN', 'RIGHT', 'RIGHT', 'DOWN', 'DOWN']",40,0.003479958,84,,,20,0.001426697,44,,,,
"(1, 3, 7, 4, 5, 0, 2, 8, 13, 6, 11, 12, 10, 9, 14, 15)","['RIGHT', 'UP', 'LEFT', 'DOWN', 'DOWN', 'LEFT', 'DOWN', 'RIGHT', 'UP', 'LEFT', 'DOWN', 'RIGHT', 'RIGHT', 'RIGHT']",14,0.000469208,16,,,20,0.000734329,24,,,,
"(0, 1, 3, 4, 9, 6, 8, 2, 10, 5, 7, 12, 13, 14, 11, 15)","['RIGHT', 'DOWN', 'DOWN', 'LEFT', 'UP', 'RIGHT', 'RIGHT', 'RIGHT', 'UP', 'LEFT', 'DOWN', 'LEFT', 'UP', 'RIGHT', 'RIGHT', 'DOWN', 'LEFT', 'DOWN', 'DOWN', 'RIGHT']",20,0.001214027,40,,,20,0.0008111,24,,,,
"(5, 1, 6, 3, 9, 7, 2, 4, 10, 15, 0, 8, 13, 14, 12, 11)","['LEFT', 'LEFT', 'UP', 'UP', 'RIGHT', 'RIGHT', 'DOWN', 'LEFT', 'UP', 'RIGHT', 'RIGHT', 'DOWN', 'DOWN', 'DOWN', 'LEFT', 'UP', 'RIGHT', 'DOWN']",18,0.000730038,24,,,20,0.001038551,32,,,,
"(5, 1, 0, 4, 9, 2, 3, 7, 6, 14, 10, 8, 13, 15, 12, 11)","['DOWN', 'RIGHT', 'DOWN', 'DOWN', 'LEFT', 'LEFT', 'UP', 'LEFT', 'UP', 'UP', 'RIGHT', 'DOWN', 'DOWN', 'RIGHT', 'RIGHT', 'DOWN']",16,0.000504732,18,,,20,0.000759125,24,,,,
"(1, 3, 7, 6, 5, 2, 4, 0, 9, 10, 11, 15, 13, 14, 12, 8)","['LEFT', 'DOWN', 'RIGHT', 'DOWN', 'LEFT', 'UP', 'UP', 'UP', 'RIGHT', 'DOWN', 'LEFT', 'UP', 'LEFT', 'DOWN', 'RIGHT', 'RIGHT', 'DOWN', 'DOWN']",18,0.000911474,21,,,20,0.000557899,20,,,,
"(2, 7, 3, 4, 1, 10, 14, 8, 6, 9, 13, 12, 5, 11, 15, 0)","['LEFT', 'UP', 'UP', 'LEFT', 'DOWN', 'DOWN', 'RIGHT', 'UP', 'LEFT', 'UP', 'UP', 'LEFT', 'DOWN', 'DOWN', 'DOWN', 'RIGHT', 'RIGHT', 'RIGHT', 'UP', 'LEFT', 'UP', 'LEFT', 'LEFT', 'DOWN', 'RIGHT', 'RIGHT', 'RIGHT', 'DOWN']",28,0.002400637,45,,,20,0.000723124,23,,,,
"(6, 3, 4, 8, 2, 0, 10, 7, 5, 1, 9, 12, 13, 14, 11, 15)","['DOWN', 'RIGHT', 'UP', 'RIGHT', 'UP', 'LEFT', 'LEFT', 'LEFT', 'DOWN', 'RIGHT', 'UP', 'LEFT', 'DOWN', 'DOWN', 'RIGHT', 'RIGHT', 'DOWN', 'RIGHT']",18,0.000780344,27,,,20,0.000744343,25,,,,
"(1, 2, 4, 8, 5, 6, 3, 0, 9, 10, 7, 11, 13, 14, 15, 12)","['UP', 'LEFT', 'DOWN', 'DOWN', 'RIGHT', 'DOWN']",6,0.000283957,10,,,20,0.001886606,51,,,,
"(0, 2, 3, 4, 1, 5, 7, 8, 14, 6, 10, 11, 9, 13, 15, 12)","['DOWN', 'RIGHT', 'DOWN', 'LEFT', 'DOWN', 'RIGHT', 'UP', 'RIGHT', 'RIGHT', 'DOWN']",10,0.000444412,15,,,20,0.000576735,21,,,,
"(5, 1, 4, 7, 6, 3, 8, 0, 9, 10, 2, 12, 13, 14, 11, 15)","['LEFT', 'DOWN', 'DOWN', 'RIGHT', 'UP', 'UP', 'UP', 'LEFT', 'DOWN', 'LEFT', 'LEFT', 'UP', 'RIGHT', 'RIGHT', 'DOWN', 'RIGHT', 'DOWN', 'DOWN']",18,0.000538588,20,,,20,0.000780582,28,,,,
"(1, 2, 6, 3, 5, 10, 4, 0, 9, 7, 12, 8, 13, 14, 11, 15)","['LEFT', 'UP', 'RIGHT', 'DOWN', 'DOWN', 'LEFT', 'LEFT', 'UP', 'RIGHT', 'DOWN', 'DOWN', 'RIGHT']",12,0.000720978,24,,,20,0.00053525,20,,,,
"(1, 3, 7, 4, 6, 2, 15, 0, 5, 9, 11, 8, 13, 10, 14, 12)","['DOWN', 'LEFT', 'UP', 'UP', 'LEFT', 'DOWN', 'LEFT', 'DOWN', 'RIGHT', 'DOWN', 'RIGHT', 'UP', 'RIGHT', 'DOWN']",14,0.000527143,17,,,20,0.000583649,20,,,,
"(1, 3, 4, 11, 5, 2, 6, 0, 9, 10, 12, 7, 13, 14, 8, 15)","['UP', 'LEFT', 'LEFT', 'DOWN', 'RIGHT', 'RIGHT', 'DOWN', 'LEFT', 'DOWN', 'RIGHT', 'UP', 'LEFT', 'UP', 'RIGHT', 'DOWN', 'DOWN']",16,0.000760317,26,,,20,0.0037117,84,,,,
"(5, 1, 3, 4, 2, 12, 10, 7, 9, 6, 0, 8, 13, 14, 11, 15)","['UP', 'LEFT', 'LEFT', 'UP', 'RIGHT', 'DOWN', 'DOWN', 'RIGHT', 'UP', 'RIGHT', 'DOWN', 'LEFT', 'DOWN', 'RIGHT']",14,0.000441551,14,,,20,0.000608206,22,,,,
"(1, 10, 0, 3, 5, 7, 2, 6, 14, 11, 8, 12, 9, 13, 4, 15)","['DOWN', 'LEFT', 'UP', 'RIGHT', 'DOWN', 'RIGHT', 'DOWN', 'LEFT', 'LEFT', 'LEFT', 'DOWN', 'RIGHT', 'UP', 'UP', 'RIGHT', 'DOWN', 'RIGHT', 'UP', 'LEFT', 'DOWN', 'DOWN', 'RIGHT', 'UP', 'UP', 'LEFT', 'DOWN', 'RIGHT', 'UP', 'LEFT', 'UP', 'RIGHT', 'DOWN', 'DOWN', 'DOWN']",34,0.003090143,81,,,20,0.002000332,51,,,,
"(1, 7, 2, 4, 5, 6, 3, 8, 9, 15, 14, 11, 13, 10, 12, 0)","['LEFT', 'UP', 'LEFT', 'UP', 'UP', 'RIGHT', 'DOWN', 'LEFT', 'DOWN', 'DOWN', 'RIGHT', 'UP', 'RIGHT', 'DOWN']",14,0.000536919,17,,,20,0.000840187,29,,,,
"(4, 1, 5, 7, 6, 0, 2, 3, 9, 10, 11, 8, 13, 14, 15, 12)","['LEFT', 'UP', 'RIGHT', 'DOWN', 'LEFT', 'UP', 'RIGHT', 'RIGHT', 'DOWN', 'LEFT', 'UP', 'LEFT', 'DOWN', 'RIGHT', 'UP', 'RIGHT', 'RIGHT', 'DOWN', 'LEFT', 'UP', 'RIGHT', 'DOWN', 'DOWN', 'DOWN']",24,0.001923561,58,,,20,0.0006392,23,,,,
"(1, 2, 3, 4, 5, 11, 10, 7, 13, 6, 15, 8, 14, 9, 12, 0)","['LEFT', 'UP', 'UP', 'LEFT', 'DOWN', 'DOWN', 'LEFT', 'UP', 'RIGHT', 'RIGHT', 'UP', 'RIGHT', 'DOWN', 'DOWN']",14,0.000504017,17,,,20,0.000632048,23,,,,
"(1, 2, 4, 6, 5, 0, 10, 3, 9, 11, 12, 7, 13, 14, 8, 15)","['RIGHT', 'UP', 'RIGHT', 'DOWN', 'DOWN', 'LEFT', 'DOWN', 'RIGHT', 'UP', 'UP', 'LEFT', 'UP', 'RIGHT', 'DOWN', 'DOWN', 'LEFT', 'LEFT', 'UP', 'RIGHT', 'RIGHT', 'DOWN', 'DOWN']",22,0.003276825,80,,,20,0.000740767,24,,,,
"(5, 1, 2, 4, 6, 3, 11, 7, 13, 9, 10, 8, 14, 0, 15, 12)","['LEFT', 'UP', 'RIGHT', 'RIGHT', 'UP', 'LEFT', 'LEFT', 'UP', 'RIGHT', 'RIGHT', 'DOWN', 'RIGHT', 'DOWN', 'DOWN']",14,0.000449181,16,,,20,0.004846334,102,,,,
"(1, 2, 3, 4, 14, 7, 8, 10, 6, 5, 13, 11, 9, 15, 12, 0)","['UP', 'UP', 'LEFT', 'LEFT', 'DOWN', 'LEFT', 'UP', 'RIGHT', 'DOWN', 'RIGHT', 'RIGHT', 'DOWN', 'LEFT', 'LEFT', 'UP', 'LEFT', 'DOWN', 'RIGHT', 'UP', 'RIGHT', 'RIGHT', 'DOWN']",22,0.000859022,27,,,20,0.001774788,51,,,,
