puzzle,solution,length of solution,time(s),Nodes expanded,,,length of solution,time(s),Nodes expanded,,length of solution,average time(s),average Nodes expanded
"(1, 2, 3, 4, 9, 5, 6, 7, 0, 14, 11, 8, 10, 13, 15, 12)","['DOWN', 'RIGHT', 'UP', 'LEFT', 'UP', 'RIGHT', 'RIGHT', 'RIGHT', 'DOWN', 'DOWN']",10,0.000468969,16,,,16,0.006605148,131,,,,
"(1, 3, 7, 4, 6, 2, 11, 0, 5, 10, 8, 14, 9, 13, 12, 15)","['LEFT', 'DOWN', 'RIGHT', 'DOWN', 'LEFT', 'UP', 'RIGHT', 'UP', 'LEFT', 'UP', 'LEFT', 'DOWN', 'LEFT', 'DOWN', 'DOWN', 'RIGHT', 'RIGHT', 'UP', 'RIGHT', 'DOWN']",20,0.010085106,169,,,18,0.010203838,166,,,,
"(5, 1, 2, 3, 9, 6, 11, 4, 10, 8, 15, 7, 13, 0, 14, 12)","['RIGHT', 'UP', 'LEFT', 'LEFT', 'UP', 'UP', 'RIGHT', 'RIGHT', 'RIGHT', 'DOWN', 'DOWN', 'LEFT', 'UP', 'RIGHT', 'DOWN', 'DOWN']",16,0.000534534,17,,,18,0.001267672,41,,,,
"(1, 2, 3, 4, 5, 14, 6, 8, 9, 15, 7, 11, 13, 0, 10, 12)","['UP', 'UP', 'RIGHT', 'DOWN', 'DOWN', 'LEFT', 'UP', 'RIGHT', 'RIGHT', 'DOWN']",10,0.000341654,10,,,18,0.00429678,96,,,,
"(2, 14, 7, 3, 9, 6, 4, 8, 13, 5, 0, 10, 15, 1, 12, 11)","['RIGHT', 'UP', 'LEFT', 'LEFT', 'DOWN', 'DOWN', 'LEFT', 'UP', 'UP', 'RIGHT', 'DOWN', 'LEFT', 'UP', 'RIGHT', 'UP', 'LEFT', 'DOWN', 'DOWN', 'RIGHT', 'UP', 'RIGHT', 'UP', 'RIGHT', 'DOWN', 'DOWN', 'DOWN', 'LEFT', 'LEFT', 'UP', 'RIGHT', 'RIGHT', 'DOWN']",32,1.551228046,2627,,,18,0.000558138,20,,,,
"(1, 2, 3, 4, 5, 6, 7, 8, 11, 14, 15, 10, 9, 13, 12, 0)","['LEFT', 'UP', 'LEFT', 'LEFT', 'DOWN', 'RIGHT', 'UP', 'RIGHT', 'RIGHT', 'DOWN', 'LEFT', 'LEFT', 'UP', 'RIGHT', 'DOWN', 'RIGHT']",16,0.005327225,107,,,18,0.000662088,22,,,,
"(1, 2, 3, 4, 5, 13, 6, 8, 9, 10, 7, 12, 14, 0, 11, 15)","['LEFT', 'UP', 'RIGHT', 'UP', 'RIGHT', 'DOWN', 'DOWN', 'LEFT', 'UP', 'LEFT', 'DOWN', 'RIGHT', 'RIGHT', 'RIGHT']",14,0.0030303,76,,,18,0.000645161,22,,,,
"(1, 2, 3, 4, 5, 6, 11, 0, 13, 10, 15, 7, 14, 9, 12, 8)","['DOWN', 'DOWN', 'LEFT', 'UP', 'LEFT', 'DOWN', 'LEFT', 'UP', 'RIGHT', 'RIGHT', 'UP', 'RIGHT', 'DOWN', 'DOWN']",14,0.000743866,25,,,18,0.000569344,18,,,,
"(1, 2, 0, 4, 5, 6, 3, 8, 9, 10, 7, 11, 13, 14, 15, 12)","['DOWN', 'DOWN', 'RIGHT', 'DOWN']",4,0.000141859,4,,,18,0.001435995,42,,,,
"(1, 2, 4, 8, 9, 5, 7, 3, 0, 6, 12, 15, 13, 11, 10, 14)","['UP', 'RIGHT', 'DOWN', 'DOWN', 'RIGHT', 'RIGHT', 'UP', 'LEFT', 'UP', 'RIGHT', 'UP', 'LEFT', 'DOWN', 'DOWN', 'LEFT', 'DOWN', 'RIGHT', 'RIGHT']",18,0.000761271,25,,,18,0.043243647,356,,,,
"(1, 2, 3, 4, 9, 5, 7, 8, 6, 15, 0, 14, 13, 10, 12, 11)","['RIGHT', 'DOWN', 'LEFT', 'UP', 'LEFT', 'LEFT', 'UP', 'RIGHT', 'DOWN', 'DOWN', 'RIGHT', 'UP', 'RIGHT', 'DOWN']",14,0.00119853,34,,,18,0.092760563,562,,,,
"(1, 2, 0, 8, 5, 6, 3, 7, 9, 10, 4, 11, 13, 14, 15, 12)","['DOWN', 'RIGHT', 'UP', 'LEFT', 'DOWN', 'DOWN', 'RIGHT', 'UP', 'LEFT', 'UP', 'RIGHT', 'DOWN', 'DOWN', 'DOWN']",14,0.005232096,111,,,18,0.002983809,76,,,,
"(1, 6, 2, 8, 5, 0, 10, 3, 9, 7, 4, 11, 13, 14, 15, 12)","['RIGHT', 'DOWN', 'LEFT', 'UP', 'UP', 'RIGHT', 'DOWN', 'RIGHT', 'UP', 'LEFT', 'DOWN', 'DOWN', 'RIGHT', 'DOWN']",14,0.000610352,19,,,18,0.001222372,38,,,,
"(1, 10, 2, 3, 5, 6, 8, 4, 9, 14, 0, 7, 13, 15, 11, 12)","['UP', 'LEFT', 'UP', 'RIGHT', 'RIGHT', 'DOWN', 'DOWN', 'LEFT', 'DOWN', 'LEFT', 'UP', 'UP', 'RIGHT', 'RIGHT', 'DOWN', 'DOWN']",16,0.002343416,61,,,18,0.018505573,249,,,,
"(6, 3, 0, 4, 2, 1, 7, 8, 5, 9, 11, 14, 13, 10, 15, 12)","['LEFT', 'LEFT', 'DOWN', 'RIGHT', 'UP', 'LEFT', 'DOWN', 'DOWN', 'RIGHT', 'RIGHT', 'RIGHT', 'DOWN', 'LEFT', 'UP', 'LEFT', 'DOWN', 'RIGHT', 'RIGHT']",18,0.002861977,74,,,18,0.000499249,18,,,,
"(3, 4, 8, 7, 2, 6, 10, 11, 1, 9, 15, 12, 5, 13, 14, 0)","['UP', 'UP', 'UP', 'LEFT', 'LEFT', 'LEFT', 'DOWN', 'DOWN', 'DOWN', 'RIGHT', 'RIGHT', 'UP', 'UP', 'RIGHT', 'UP', 'LEFT', 'LEFT', 'LEFT', 'DOWN', 'DOWN', 'RIGHT', 'RIGHT', 'RIGHT', 'DOWN']",24,0.000612974,24,,,18,0.00350976,81,,,,
"(7, 2, 4, 8, 1, 5, 10, 3, 9, 6, 0, 12, 13, 14, 11, 15)","['UP', 'RIGHT', 'UP', 'LEFT', 'LEFT', 'LEFT', 'DOWN', 'RIGHT', 'UP', 'RIGHT', 'DOWN', 'LEFT', 'DOWN', 'RIGHT', 'DOWN', 'RIGHT']",16,0.000566006,19,,,18,0.001637936,48,,,,
"(1, 6, 2, 3, 5, 10, 11, 4, 9, 14, 0, 12, 13, 15, 7, 8)","['DOWN', 'RIGHT', 'UP', 'LEFT', 'DOWN', 'LEFT', 'UP', 'UP', 'UP', 'RIGHT', 'RIGHT', 'DOWN', 'DOWN', 'LEFT', 'UP', 'RIGHT', 'DOWN', 'DOWN']",18,0.027635098,291,,,18,0.002058744,58,,,,
"(1, 3, 4, 8, 5, 0, 2, 7, 13, 6, 11, 12, 10, 9, 14, 15)","['RIGHT', 'RIGHT', 'UP', 'LEFT', 'LEFT', 'DOWN', 'DOWN', 'DOWN', 'LEFT', 'UP', 'RIGHT', 'DOWN', 'RIGHT', 'RIGHT']",14,0.000412226,14,,,18,0.010685205,175,,,,
"(1, 9, 2, 3, 6, 7, 12, 4, 13, 5, 0, 8, 10, 14, 11, 15)","['UP', 'LEFT', 'UP', 'RIGHT', 'RIGHT', 'DOWN', 'DOWN', 'LEFT', 'DOWN', 'LEFT', 'LEFT', 'UP', 'RIGHT', 'UP', 'LEFT', 'DOWN', 'RIGHT', 'DOWN', 'RIGHT', 'RIGHT']",20,0.001072645,33,,,18,0.028624773,299,,,,
"(5, 1, 3, 4, 2, 10, 8, 6, 9, 14, 12, 7, 13, 0, 11, 15)","['UP', 'RIGHT', 'UP', 'RIGHT', 'DOWN', 'LEFT', 'LEFT', 'UP', 'LEFT', 'UP', 'RIGHT', 'DOWN', 'RIGHT', 'RIGHT', 'DOWN', 'LEFT', 'DOWN', 'RIGHT']",18,0.004416466,98,,,18,0.000779867,27,,,,
"(1, 3, 8, 11, 5, 2, 7, 4, 9, 14, 6, 12, 13, 0, 10, 15)","['UP', 'RIGHT', 'UP', 'RIGHT', 'UP', 'LEFT', 'DOWN', 'DOWN', 'DOWN', 'RIGHT', 'UP', 'UP', 'UP', 'LEFT', 'LEFT', 'DOWN', 'DOWN', 'RIGHT', 'RIGHT', 'DOWN']",20,0.025324106,286,,,18,0.000460148,18,,,,
"(1, 2, 3, 4, 9, 5, 6, 8, 0, 7, 15, 11, 14, 10, 13, 12)","['DOWN', 'RIGHT', 'RIGHT', 'UP', 'LEFT', 'LEFT', 'DOWN', 'RIGHT', 'UP', 'LEFT', 'UP', 'RIGHT', 'RIGHT', 'DOWN', 'RIGHT', 'DOWN']",16,0.006373167,121,,,18,0.004817247,108,,,,
"(1, 2, 3, 4, 5, 0, 6, 7, 9, 8, 11, 15, 13, 10, 12, 14)","['RIGHT', 'DOWN', 'DOWN', 'RIGHT', 'UP', 'LEFT', 'LEFT', 'DOWN', 'RIGHT', 'RIGHT', 'UP', 'LEFT', 'UP', 'RIGHT', 'DOWN', 'DOWN']",16,0.003294945,79,,,18,0.000787973,25,,,,
"(2, 5, 7, 3, 1, 6, 11, 4, 9, 10, 15, 8, 13, 14, 12, 0)","['LEFT', 'UP', 'UP', 'LEFT', 'UP', 'LEFT', 'DOWN', 'RIGHT', 'RIGHT', 'UP', 'RIGHT', 'DOWN', 'DOWN', 'DOWN']",14,0.00069499,25,,,18,0.001014233,34,,,,
"(1, 2, 3, 4, 6, 10, 7, 8, 0, 5, 11, 12, 9, 13, 14, 15)","['RIGHT', 'UP', 'LEFT', 'DOWN', 'DOWN', 'RIGHT', 'RIGHT', 'RIGHT']",8,0.000226736,8,,,18,0.003475904,83,,,,
"(1, 2, 3, 4, 9, 5, 12, 8, 7, 10, 0, 6, 13, 14, 11, 15)","['RIGHT', 'DOWN', 'LEFT', 'LEFT', 'UP', 'LEFT', 'UP', 'RIGHT', 'DOWN', 'RIGHT', 'UP', 'LEFT', 'DOWN', 'DOWN', 'RIGHT', 'RIGHT', 'UP', 'LEFT', 'DOWN', 'RIGHT']",20,0.124746323,659,,,18,0.000565529,20,,,,
"(5, 1, 2, 4, 9, 6, 3, 12, 13, 10, 8, 15, 14, 0, 7, 11)","['LEFT', 'UP', 'UP', 'UP', 'RIGHT', 'RIGHT', 'DOWN', 'DOWN', 'DOWN', 'RIGHT', 'UP', 'UP', 'LEFT', 'DOWN', 'DOWN', 'RIGHT']",16,0.000442743,16,,,18,0.026285648,289,,,,
"(2, 3, 7, 4, 1, 6, 5, 8, 9, 10, 15, 11, 13, 0, 14, 12)","['RIGHT', 'UP', 'LEFT', 'UP', 'RIGHT', 'UP', 'LEFT', 'LEFT', 'DOWN', 'RIGHT', 'DOWN', 'RIGHT', 'RIGHT', 'DOWN']",14,0.001008272,32,,,18,0.015911341,214,,,,
"(1, 6, 0, 3, 5, 13, 2, 4, 10, 11, 7, 8, 9, 14, 15, 12)","['DOWN', 'DOWN', 'LEFT', 'UP', 'UP', 'RIGHT', 'RIGHT', 'DOWN', 'DOWN', 'DOWN', 'LEFT', 'LEFT', 'UP', 'LEFT', 'DOWN', 'RIGHT', 'RIGHT', 'RIGHT']",18,0.003320694,84,,,18,0.000479937,18,,,,
"(1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 0, 11, 13, 14, 15, 12)","['RIGHT', 'DOWN']",2,0.000122786,2,,,18,0.003610134,90,,,,
"(1, 2, 3, 4, 9, 0, 5, 7, 14, 13, 6, 11, 10, 12, 8, 15)","['RIGHT', 'DOWN', 'RIGHT', 'DOWN', 'LEFT', 'LEFT', 'UP', 'LEFT', 'DOWN', 'RIGHT', 'UP', 'LEFT', 'UP', 'RIGHT', 'RIGHT', 'DOWN', 'RIGHT', 'DOWN', 'LEFT', 'UP', 'UP', 'RIGHT', 'DOWN', 'DOWN']",24,0.050494909,421,,,18,0.003099442,77,,,,
"(4, 9, 6, 8, 1, 0, 2, 3, 13, 5, 7, 12, 10, 11, 14, 15)","['UP', 'LEFT', 'DOWN', 'RIGHT', 'RIGHT', 'UP', 'LEFT', 'DOWN', 'DOWN', 'DOWN', 'LEFT', 'UP', 'UP', 'RIGHT', 'RIGHT', 'RIGHT', 'UP', 'LEFT', 'DOWN', 'DOWN', 'LEFT', 'DOWN', 'RIGHT', 'RIGHT']",24,0.000791311,24,,,18,0.000807762,24,,,,
"(0, 2, 4, 11, 1, 9, 7, 8, 6, 5, 10, 3, 13, 14, 15, 12)","['DOWN', 'DOWN', 'RIGHT', 'UP', 'LEFT', 'DOWN', 'RIGHT', 'RIGHT', 'RIGHT', 'UP', 'LEFT', 'DOWN', 'RIGHT', 'UP', 'UP', 'LEFT', 'DOWN', 'DOWN', 'RIGHT', 'UP', 'LEFT', 'DOWN', 'RIGHT', 'DOWN']",24,0.108917952,657,,,18,0.030906439,308,,,,
"(1, 2, 3, 4, 5, 0, 7, 8, 13, 6, 14, 12, 10, 11, 9, 15)","['DOWN', 'DOWN', 'RIGHT', 'UP', 'LEFT', 'DOWN', 'LEFT', 'UP', 'RIGHT', 'DOWN', 'RIGHT', 'RIGHT']",12,0.000416994,14,,,18,0.020429134,249,,,,
"(5, 7, 1, 3, 9, 6, 2, 4, 13, 11, 0, 8, 14, 10, 15, 12)","['LEFT', 'DOWN', 'LEFT', 'UP', 'UP', 'RIGHT', 'UP', 'RIGHT', 'DOWN', 'LEFT', 'LEFT', 'UP', 'RIGHT', 'RIGHT', 'RIGHT', 'DOWN', 'DOWN', 'DOWN']",18,0.000516891,19,,,18,0.001517296,43,,,,
"(2, 4, 0, 8, 1, 5, 7, 3, 9, 6, 10, 12, 13, 14, 11, 15)","['LEFT', 'LEFT', 'DOWN', 'RIGHT', 'DOWN', 'RIGHT', 'UP', 'RIGHT', 'UP', 'LEFT', 'DOWN', 'DOWN', 'DOWN', 'RIGHT']",14,0.000472546,17,,,18,0.000631332,18,,,,
"(1, 2, 6, 3, 5, 9, 8, 0, 10, 11, 4, 12, 13, 14, 7, 15)","['LEFT', 'DOWN', 'DOWN', 'RIGHT', 'UP', 'UP', 'LEFT', 'UP', 'LEFT', 'LEFT', 'DOWN', 'RIGHT', 'RIGHT', 'DOWN', 'LEFT', 'LEFT', 'UP', 'UP', 'RIGHT', 'RIGHT', 'RIGHT', 'DOWN', 'DOWN', 'DOWN']",24,3.89743495,4054,,,18,0.00080061,27,,,,
"(1, 2, 3, 4, 9, 10, 5, 7, 13, 6, 0, 11, 12, 14, 15, 8)","['LEFT', 'UP', 'RIGHT', 'DOWN', 'RIGHT', 'DOWN', 'LEFT', 'LEFT', 'LEFT', 'UP', 'UP', 'RIGHT', 'DOWN', 'DOWN', 'RIGHT', 'UP', 'LEFT', 'UP', 'RIGHT', 'RIGHT', 'DOWN', 'LEFT', 'DOWN', 'RIGHT']",24,0.213354111,930,,,18,0.007541895,136,,,,
"(10, 3, 4, 7, 2, 1, 8, 11, 5, 9, 0, 6, 13, 14, 15, 12)","['RIGHT', 'UP', 'LEFT', 'DOWN', 'RIGHT', 'UP', 'UP', 'LEFT', 'LEFT', 'LEFT', 'DOWN', 'RIGHT', 'UP', 'LEFT', 'DOWN', 'DOWN', 'RIGHT', 'UP', 'RIGHT', 'RIGHT', 'DOWN', 'DOWN']",22,0.008949518,151,,,18,0.005118608,103,,,,
"(5, 1, 7, 3, 2, 6, 11, 0, 9, 10, 8, 4, 13, 14, 15, 12)","['DOWN', 'LEFT', 'UP', 'LEFT', 'LEFT', 'UP', 'RIGHT', 'DOWN', 'RIGHT', 'UP', 'RIGHT', 'DOWN', 'DOWN', 'DOWN']",14,0.00070858,25,,,18,0.000553846,21,,,,
"(5, 3, 0, 4, 10, 1, 6, 8, 15, 2, 7, 11, 9, 13, 14, 12)","['LEFT', 'DOWN', 'DOWN', 'LEFT', 'UP', 'UP', 'RIGHT', 'DOWN', 'RIGHT', 'DOWN', 'LEFT', 'LEFT', 'DOWN', 'RIGHT', 'RIGHT', 'UP', 'RIGHT', 'DOWN']",18,0.000630617,21,,,18,0.00107646,35,,,,
"(0, 2, 7, 3, 1, 10, 6, 4, 5, 9, 11, 8, 13, 14, 15, 12)","['DOWN', 'DOWN', 'RIGHT', 'UP', 'RIGHT', 'UP', 'RIGHT', 'DOWN', 'DOWN', 'DOWN']",10,0.000277281,10,,,18,0.003304958,83,,,,
"(1, 6, 2, 4, 5, 10, 3, 8, 13, 9, 7, 12, 14, 0, 11, 15)","['LEFT', 'UP', 'RIGHT', 'UP', 'UP', 'RIGHT', 'DOWN', 'DOWN', 'DOWN', 'RIGHT']",10,0.000294209,10,,,18,0.007605553,136,,,,
"(1, 6, 4, 8, 5, 3, 7, 2, 9, 10, 0, 15, 13, 14, 12, 11)","['RIGHT', 'DOWN', 'LEFT', 'UP', 'UP', 'RIGHT', 'UP', 'LEFT', 'DOWN', 'LEFT', 'UP', 'RIGHT', 'DOWN', 'DOWN', 'RIGHT', 'DOWN']",16,0.001007557,31,,,18,0.018074036,241,,,,
"(5, 1, 3, 4, 9, 2, 7, 8, 13, 6, 11, 12, 10, 14, 15, 0)","['LEFT', 'LEFT', 'LEFT', 'UP', 'UP', 'UP', 'RIGHT', 'DOWN', 'DOWN', 'DOWN', 'RIGHT', 'RIGHT']",12,0.000431776,16,,,18,0.000552654,18,,,,
"(1, 7, 2, 4, 6, 3, 10, 8, 5, 15, 9, 11, 14, 0, 13, 12)","['UP', 'RIGHT', 'DOWN', 'LEFT', 'UP', 'RIGHT', 'UP', 'LEFT', 'UP', 'RIGHT', 'DOWN', 'LEFT', 'LEFT', 'DOWN', 'RIGHT', 'DOWN', 'LEFT', 'UP', 'RIGHT', 'RIGHT', 'RIGHT', 'DOWN']",22,0.037528753,355,,,18,0.006630182,127,,,,
"(1, 2, 7, 3, 5, 10, 6, 0, 14, 13, 8, 4, 9, 15, 11, 12)","['DOWN', 'LEFT', 'DOWN', 'LEFT', 'UP', 'LEFT', 'DOWN', 'RIGHT', 'UP', 'UP', 'RIGHT', 'UP', 'RIGHT', 'DOWN', 'DOWN', 'DOWN']",16,0.000688314,24,,,18,0.000954628,29,,,,
"(2, 9, 3, 4, 1, 11, 14, 6, 7, 5, 8, 12, 13, 10, 15, 0)","['UP', 'LEFT', 'UP', 'LEFT', 'UP', 'LEFT', 'DOWN', 'RIGHT', 'DOWN', 'LEFT', 'UP', 'RIGHT', 'RIGHT', 'RIGHT', 'DOWN', 'DOWN', 'LEFT', 'UP', 'LEFT', 'UP', 'RIGHT', 'DOWN', 'LEFT', 'DOWN', 'RIGHT', 'RIGHT']",26,0.036515236,344,,,18,0.000620365,20,,,,
"(1, 2, 3, 4, 5, 13, 6, 7, 14, 11, 0, 8, 10, 9, 15, 12)","['LEFT', 'LEFT', 'DOWN', 'RIGHT', 'UP', 'UP', 'RIGHT', 'RIGHT', 'DOWN', 'DOWN', 'LEFT', 'LEFT', 'UP', 'LEFT', 'DOWN', 'RIGHT', 'RIGHT', 'RIGHT']",18,0.006686211,126,,,18,0.003034592,72,,,,
"(5, 1, 2, 4, 6, 3, 7, 8, 13, 9, 0, 12, 14, 11, 10, 15)","['DOWN', 'LEFT', 'LEFT', 'UP', 'RIGHT', 'RIGHT', 'UP', 'LEFT', 'LEFT', 'UP', 'RIGHT', 'RIGHT', 'DOWN', 'DOWN', 'DOWN', 'RIGHT']",16,0.000923634,29,,,18,0.052818298,435,,,,
"(5, 1, 2, 4, 9, 6, 7, 3, 0, 13, 10, 8, 14, 11, 15, 12)","['RIGHT', 'RIGHT', 'UP', 'RIGHT', 'DOWN', 'DOWN', 'LEFT', 'LEFT', 'LEFT', 'UP', 'UP', 'UP', 'RIGHT', 'RIGHT', 'DOWN', 'DOWN', 'DOWN', 'RIGHT']",18,0.009035587,151,,,18,0.001361609,41,,,,
"(6, 5, 2, 7, 1, 10, 11, 3, 9, 8, 0, 4, 13, 14, 15, 12)","['LEFT', 'UP', 'UP', 'LEFT', 'DOWN', 'RIGHT', 'UP', 'RIGHT', 'RIGHT', 'DOWN', 'DOWN', 'LEFT', 'UP', 'UP', 'RIGHT', 'DOWN', 'DOWN', 'DOWN']",18,0.000664234,23,,,18,0.009181738,156,,,,
"(1, 7, 2, 4, 6, 9, 3, 8, 0, 14, 10, 11, 5, 13, 15, 12)","['DOWN', 'RIGHT', 'UP', 'UP', 'UP', 'RIGHT', 'DOWN', 'LEFT', 'LEFT', 'DOWN', 'RIGHT', 'RIGHT', 'RIGHT', 'DOWN']",14,0.000430346,14,,,18,0.011385679,171,,,,
"(1, 2, 7, 3, 13, 5, 6, 4, 0, 9, 11, 8, 14, 15, 10, 12)","['UP', 'RIGHT', 'RIGHT', 'UP', 'RIGHT', 'DOWN', 'DOWN', 'LEFT', 'DOWN', 'LEFT', 'LEFT', 'UP', 'RIGHT', 'RIGHT', 'RIGHT', 'DOWN']",16,0.00063777,22,,,18,0.024554729,267,,,,
"(10, 6, 1, 4, 13, 0, 3, 8, 2, 5, 7, 11, 14, 9, 15, 12)","['DOWN', 'LEFT', 'UP', 'RIGHT', 'UP', 'RIGHT', 'DOWN', 'LEFT', 'DOWN', 'DOWN', 'LEFT', 'UP', 'UP', 'UP', 'RIGHT', 'DOWN', 'LEFT', 'DOWN', 'RIGHT', 'UP', 'RIGHT', 'DOWN', 'RIGHT', 'DOWN']",24,0.035038233,334,,,18,0.000680923,24,,,,
"(1, 2, 3, 8, 5, 7, 4, 11, 9, 14, 10, 6, 13, 15, 12, 0)","['LEFT', 'LEFT', 'UP', 'UP', 'UP', 'RIGHT', 'DOWN', 'DOWN', 'RIGHT', 'UP', 'UP', 'LEFT', 'LEFT', 'DOWN', 'DOWN', 'RIGHT', 'UP', 'LEFT', 'DOWN', 'RIGHT', 'RIGHT', 'DOWN']",22,0.689865589,1603,,,18,0.001328945,39,,,,
"(0, 5, 1, 4, 2, 6, 3, 7, 9, 14, 10, 8, 13, 15, 12, 11)","['RIGHT', 'RIGHT', 'DOWN', 'LEFT', 'LEFT', 'UP', 'RIGHT', 'DOWN', 'RIGHT', 'RIGHT', 'DOWN', 'DOWN', 'LEFT', 'LEFT', 'UP', 'RIGHT', 'RIGHT', 'DOWN']",18,0.001377821,44,,,18,0.00618124,125,,,,
"(5, 1, 7, 3, 9, 2, 8, 0, 6, 11, 4, 12, 13, 10, 14, 15)","['LEFT', 'DOWN', 'LEFT', 'LEFT', 'UP', 'UP', 'RIGHT', 'DOWN', 'DOWN', 'DOWN', 'RIGHT', 'RIGHT', 'UP', 'UP', 'LEFT', 'UP', 'RIGHT', 'DOWN', 'DOWN', 'DOWN']",20,0.003367424,83,,,18,0.001063585,33,,,,
"(1, 2, 3, 4, 5, 6, 15, 0, 9, 14, 10, 11, 13, 12, 8, 7)","['DOWN', 'DOWN', 'LEFT', 'LEFT', 'UP', 'RIGHT', 'UP', 'RIGHT', 'DOWN', 'DOWN', 'LEFT', 'UP', 'UP', 'RIGHT', 'DOWN', 'DOWN']",16,0.000537634,18,,,18,0.007431984,139,,,,
"(1, 2, 7, 3, 5, 6, 4, 15, 9, 10, 8, 12, 13, 0, 14, 11)","['RIGHT', 'UP', 'RIGHT', 'UP', 'LEFT', 'DOWN', 'DOWN', 'RIGHT', 'UP', 'LEFT', 'UP', 'UP', 'RIGHT', 'DOWN', 'DOWN', 'LEFT', 'DOWN', 'RIGHT']",18,0.012784958,193,,,18,0.002137423,57,,,,
"(1, 2, 3, 4, 6, 9, 7, 8, 5, 10, 0, 15, 13, 14, 12, 11)","['RIGHT', 'DOWN', 'LEFT', 'UP', 'LEFT', 'UP', 'LEFT', 'DOWN', 'RIGHT', 'RIGHT', 'RIGHT', 'DOWN']",12,0.000823498,25,,,18,0.001605988,47,,,,
"(0, 7, 2, 4, 1, 5, 3, 8, 9, 6, 11, 12, 13, 10, 14, 15)","['DOWN', 'RIGHT', 'UP', 'RIGHT', 'DOWN', 'LEFT', 'DOWN', 'DOWN', 'RIGHT', 'RIGHT']",10,0.000325918,10,,,18,0.00190568,57,,,,
"(1, 3, 4, 8, 5, 2, 7, 11, 9, 6, 0, 14, 13, 10, 12, 15)","['RIGHT', 'DOWN', 'LEFT', 'UP', 'RIGHT', 'UP', 'UP', 'LEFT', 'LEFT', 'DOWN', 'DOWN', 'DOWN', 'RIGHT', 'UP', 'RIGHT', 'DOWN']",16,0.002816677,71,,,18,0.001833916,54,,,,
"(1, 2, 3, 4, 6, 9, 7, 8, 0, 5, 10, 14, 13, 12, 15, 11)","['RIGHT', 'UP', 'LEFT', 'DOWN', 'RIGHT', 'RIGHT', 'DOWN', 'LEFT', 'UP', 'RIGHT', 'RIGHT', 'DOWN', 'LEFT', 'UP', 'LEFT', 'DOWN', 'RIGHT', 'UP', 'RIGHT', 'DOWN']",20,0.023243666,274,,,18,0.000797033,26,,,,
"(1, 2, 3, 4, 6, 10, 7, 8, 13, 9, 11, 12, 5, 14, 15, 0)","['LEFT', 'LEFT', 'UP', 'LEFT', 'DOWN', 'RIGHT', 'UP', 'UP', 'LEFT', 'DOWN', 'DOWN', 'RIGHT', 'RIGHT', 'RIGHT']",14,0.002691746,68,,,18,0.000946283,29,,,,
"(1, 2, 3, 4, 9, 5, 7, 8, 0, 6, 14, 11, 13, 15, 10, 12)","['UP', 'RIGHT', 'DOWN', 'RIGHT', 'DOWN', 'LEFT', 'UP', 'RIGHT', 'RIGHT', 'DOWN']",10,0.000364542,10,,,18,0.001729965,50,,,,
"(1, 2, 3, 4, 9, 5, 6, 0, 10, 7, 11, 8, 13, 14, 15, 12)","['DOWN', 'LEFT', 'LEFT', 'LEFT', 'UP', 'RIGHT', 'RIGHT', 'DOWN', 'RIGHT', 'DOWN']",10,0.000389338,13,,,18,0.002004623,59,,,,
"(1, 2, 3, 4, 5, 7, 12, 10, 14, 6, 0, 8, 9, 13, 11, 15)","['UP', 'RIGHT', 'DOWN', 'LEFT', 'UP', 'LEFT', 'DOWN', 'LEFT', 'DOWN', 'RIGHT', 'UP', 'RIGHT', 'DOWN', 'RIGHT']",14,0.000712156,20,,,18,0.000690699,24,,,,
"(1, 2, 7, 3, 5, 0, 4, 8, 9, 6, 10, 12, 13, 14, 11, 15)","['DOWN', 'RIGHT', 'DOWN', 'RIGHT', 'UP', 'UP', 'LEFT', 'UP', 'RIGHT', 'DOWN', 'DOWN', 'DOWN']",12,0.001075983,36,,,18,0.001451731,39,,,,
"(5, 1, 2, 3, 6, 11, 10, 4, 9, 14, 7, 8, 13, 15, 12, 0)","['LEFT', 'LEFT', 'UP', 'UP', 'RIGHT', 'DOWN', 'LEFT', 'UP', 'LEFT', 'UP', 'RIGHT', 'RIGHT', 'RIGHT', 'DOWN', 'DOWN', 'DOWN']",16,0.000674009,24,,,18,0.000514507,18,,,,
"(1, 2, 3, 4, 6, 7, 8, 11, 0, 13, 10, 12, 9, 5, 14, 15)","['DOWN', 'RIGHT', 'UP', 'LEFT', 'DOWN', 'RIGHT', 'RIGHT', 'RIGHT', 'UP', 'UP', 'LEFT', 'LEFT', 'LEFT', 'DOWN', 'RIGHT', 'RIGHT', 'RIGHT', 'DOWN']",18,0.007246017,126,,,18,0.000583887,18,,,,
"(0, 1, 2, 4, 6, 7, 3, 8, 5, 9, 11, 12, 13, 10, 14, 15)","['RIGHT', 'RIGHT', 'DOWN', 'LEFT', 'LEFT', 'DOWN', 'RIGHT', 'DOWN', 'RIGHT', 'RIGHT']",10,0.000932455,10,,,18,0.006806374,128,,,,
